Quality	Count	Library
34	87049.0	JTSVD11_R2_rmphix_fastqc
35	2024987.0	JTSVD11_R2_rmphix_fastqc
36	2.6440683E7	JTSVD11_R2_rmphix_fastqc
37	3077085.0	JTSVD11_R2_rmphix_fastqc
32	26.0	JTSVD12_R1_rmphix_fastqc
33	4403.0	JTSVD12_R1_rmphix_fastqc
34	136923.0	JTSVD12_R1_rmphix_fastqc
35	1852161.0	JTSVD12_R1_rmphix_fastqc
36	2.6462476E7	JTSVD12_R1_rmphix_fastqc
37	5033295.0	JTSVD12_R1_rmphix_fastqc
32	12.0	JTSVD12_R2_rmphix_fastqc
33	2352.0	JTSVD12_R2_rmphix_fastqc
34	98168.0	JTSVD12_R2_rmphix_fastqc
35	2225450.0	JTSVD12_R2_rmphix_fastqc
36	2.7938964E7	JTSVD12_R2_rmphix_fastqc
37	3224338.0	JTSVD12_R2_rmphix_fastqc
32	18.0	JTSVD13_R1_rmphix_fastqc
33	3711.0	JTSVD13_R1_rmphix_fastqc
34	110935.0	JTSVD13_R1_rmphix_fastqc
35	1403513.0	JTSVD13_R1_rmphix_fastqc
36	2.2180406E7	JTSVD13_R1_rmphix_fastqc
37	5119817.0	JTSVD13_R1_rmphix_fastqc
32	8.0	JTSVD13_R2_rmphix_fastqc
33	1429.0	JTSVD13_R2_rmphix_fastqc
34	63298.0	JTSVD13_R2_rmphix_fastqc
35	1487812.0	JTSVD13_R2_rmphix_fastqc
36	2.4064195E7	JTSVD13_R2_rmphix_fastqc
37	3201658.0	JTSVD13_R2_rmphix_fastqc
32	21.0	JTSVD14_R1_rmphix_fastqc
33	3316.0	JTSVD14_R1_rmphix_fastqc
34	105931.0	JTSVD14_R1_rmphix_fastqc
35	1487102.0	JTSVD14_R1_rmphix_fastqc
36	2.3007841E7	JTSVD14_R1_rmphix_fastqc
37	4471348.0	JTSVD14_R1_rmphix_fastqc
31	1.0	JTSVD14_R2_rmphix_fastqc
32	9.0	JTSVD14_R2_rmphix_fastqc
33	2605.0	JTSVD14_R2_rmphix_fastqc
34	104404.0	JTSVD14_R2_rmphix_fastqc
35	2215205.0	JTSVD14_R2_rmphix_fastqc
36	2.4396204E7	JTSVD14_R2_rmphix_fastqc
37	2357131.0	JTSVD14_R2_rmphix_fastqc
32	22.0	JTSVD15_R1_rmphix_fastqc
33	3449.0	JTSVD15_R1_rmphix_fastqc
34	106540.0	JTSVD15_R1_rmphix_fastqc
35	1445910.0	JTSVD15_R1_rmphix_fastqc
36	2.2275587E7	JTSVD15_R1_rmphix_fastqc
37	4632139.0	JTSVD15_R1_rmphix_fastqc
32	14.0	JTSVD15_R2_rmphix_fastqc
33	2142.0	JTSVD15_R2_rmphix_fastqc
34	94933.0	JTSVD15_R2_rmphix_fastqc
35	2067062.0	JTSVD15_R2_rmphix_fastqc
36	2.388803E7	JTSVD15_R2_rmphix_fastqc
37	2411466.0	JTSVD15_R2_rmphix_fastqc
32	30.0	JTSVD16_R1_rmphix_fastqc
33	3620.0	JTSVD16_R1_rmphix_fastqc
34	110049.0	JTSVD16_R1_rmphix_fastqc
35	1412716.0	JTSVD16_R1_rmphix_fastqc
36	2.2277375E7	JTSVD16_R1_rmphix_fastqc
37	4994905.0	JTSVD16_R1_rmphix_fastqc
32	10.0	JTSVD16_R2_rmphix_fastqc
