Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	Library
5	36.78838544616601	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
6	36.78873872252838	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
7	36.79718223580697	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
8	36.79587698722725	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
9	36.79818438853709	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
10-14	36.800366872990935	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
15-19	36.79314945772946	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
20-24	36.78714434257923	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
25-29	36.77663676530446	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
30-34	36.766594249639446	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
35-39	36.76518979217321	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
40-44	36.75342816015857	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
45-49	36.74241290601145	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
50-54	36.728902101874176	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
55-59	36.73190808968441	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
60-64	36.725886947215265	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
65-69	36.720775707551915	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
70-74	36.712593867090284	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
75-79	36.71619136236269	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
80-84	36.70921877634102	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
85-89	36.68437576511872	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
90-94	36.6947324288261	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
95-99	36.67820542276602	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
100-104	36.66538481248022	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
105-109	36.65878682277886	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
110-114	36.64093865165899	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
115-119	36.629262354963046	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
120-124	36.62890822668405	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
125-129	36.6357060119701	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
130-134	36.59922137159591	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
135-139	36.59800861642952	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
140-144	36.57508189841375	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
145-149	36.54931096755865	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
150-151	36.78853217781335	37.0	37.0	37.0	37.0	37.0	JTSVD23_R1_rmphix_fastqc
1	36.71238265229829	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
2	36.767597526746194	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
3	36.78278230260327	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
4	36.78083851914461	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
5	36.786466232418995	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
6	36.769079760536926	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
7	36.76963945023952	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
8	36.76142164515944	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
9	36.76973051086573	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
10-14	36.772830084098864	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
15-19	36.76549955099546	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
20-24	36.75246254272848	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
25-29	36.73942198087609	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
30-34	36.725217744731594	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
35-39	36.708282120117644	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
40-44	36.71042075388273	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
45-49	36.6808894596527	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
50-54	36.66834951092166	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
55-59	36.65883576263799	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
60-64	36.63971390823728	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
65-69	36.61600439066224	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
70-74	36.618944107411764	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
75-79	36.606666621305465	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
80-84	36.60178097767749	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
85-89	36.594537604031665	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
90-94	36.58639375084675	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
95-99	36.57958432062555	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
100-104	36.559868621554465	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
105-109	36.527922608085795	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
110-114	36.532812803451684	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
115-119	36.52944450689441	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
120-124	36.51111512389561	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
125-129	36.47865268462969	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
130-134	36.45186380364335	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
135-139	36.47085003907414	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
140-144	36.42784107323424	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
145-149	36.40204748044433	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
150-151	36.72648311663837	37.0	37.0	37.0	37.0	37.0	JTSVD23_R2_rmphix_fastqc
1	36.71516701212118	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
2	36.703284556789725	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
3	36.75172127487946	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
4	36.767913773806626	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
5	36.796486884652076	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
6	36.797483629441565	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
7	36.806594751558876	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
8	36.80436113971465	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
9	36.809440754309065	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
10-14	36.81094103649589	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
15-19	36.80307449296921	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
20-24	36.79950937510914	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
25-29	36.787425225707196	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
30-34	36.779244552190136	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
35-39	36.77584998012589	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
40-44	36.76427528125795	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
45-49	36.754275663597625	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
50-54	36.740838449285775	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
55-59	36.74312842255955	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
60-64	36.73604683358242	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
65-69	36.73069413726126	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
70-74	36.72181823708965	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
75-79	36.726066800222966	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
80-84	36.71757545989093	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
85-89	36.69168238279793	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
90-94	36.70333109920726	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
95-99	36.68630049091238	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
100-104	36.67359699715083	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
105-109	36.665889624353795	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
110-114	36.64904878851104	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
115-119	36.635795585470696	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
120-124	36.63697372633253	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
125-129	36.64278422123142	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
130-134	36.60675646489011	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
135-139	36.60807201341693	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
140-144	36.58243591314938	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
145-149	36.55688476087339	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
150-151	36.79276448368435	37.0	37.0	37.0	37.0	37.0	JTSVD24_R1_rmphix_fastqc
1	36.68249801106037	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
2	36.747049249486636	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
3	36.75697245676046	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
4	36.75657098211625	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
5	36.76244613659425	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
6	36.74781047591291	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
7	36.748564508742255	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
8	36.74414015889145	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
9	36.750011644635016	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
10-14	36.74916544744191	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
15-19	36.74106702551205	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
20-24	36.72796531305113	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
25-29	36.714423784074405	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
30-34	36.69747922336346	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
35-39	36.6786952311452	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
40-44	36.68109310158154	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
45-49	36.65194345271719	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
50-54	36.63539345396288	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
55-59	36.626213580231024	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
60-64	36.60333535197224	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
65-69	36.582027279663926	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
70-74	36.58405610633191	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
75-79	36.57233799997628	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
80-84	36.56630755899535	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
85-89	36.56103279570177	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
90-94	36.55193891743731	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
95-99	36.54585818404298	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
100-104	36.52640686996311	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
105-109	36.49204191159804	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
110-114	36.50003693579251	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
115-119	36.49547714602376	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
120-124	36.478239969448644	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
125-129	36.44620743595719	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
130-134	36.416656032959416	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
135-139	36.43934138754181	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
140-144	36.39705670465723	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
145-149	36.373220412772405	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
150-151	36.71412837060976	37.0	37.0	37.0	37.0	37.0	JTSVD24_R2_rmphix_fastqc
1	36.71364567600803	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
2	36.73928710703219	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
3	36.79301939110948	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
4	36.82139625778378	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
5	36.83267078388936	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
6	36.839888897710445	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
7	36.83891235401233	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
8	36.835158080916315	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
9	36.839307401718614	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
10-14	36.83211135869182	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
15-19	36.82109313154989	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
20-24	36.80894759526329	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
25-29	36.79648187751645	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
30-34	36.7780707721309	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
35-39	36.76411256139516	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
40-44	36.75519004971007	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
45-49	36.73702026544807	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
50-54	36.71659818151247	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
55-59	36.71788195607135	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
60-64	36.705125370782994	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
65-69	36.69061035659895	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
70-74	36.67700645558175	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
75-79	36.68267999408966	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
80-84	36.677232817607475	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
85-89	36.67102644628569	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
90-94	36.66492177803214	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
95-99	36.648120601104935	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
100-104	36.62676058340371	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
105-109	36.61861797021867	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
110-114	36.618974788636066	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
115-119	36.611883525442714	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
120-124	36.590369061827964	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
125-129	36.58495316277509	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
130-134	36.578099808804325	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
135-139	36.571309870508244	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
140-144	36.54081154432025	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
145-149	36.50287880552559	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
150-151	36.75988337001357	37.0	37.0	37.0	37.0	37.0	JVD100_R1_rmphix_fastqc
1	36.67195580492735	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
2	36.731246589277525	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
3	36.748890140612936	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
4	36.75888219633211	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
5	36.77281417002379	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
6	36.77277101548063	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
7	36.764683326137565	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
8	36.75946862755096	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
9	36.76900101852182	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
10-14	36.75253450735115	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
15-19	36.75660370531679	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
20-24	36.74928839047815	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
25-29	36.72939643005763	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
30-34	36.71311448489988	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
35-39	36.69509220653914	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
40-44	36.6865495696066	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
45-49	36.66472816497041	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
50-54	36.63999597992659	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
55-59	36.6360956385826	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
60-64	36.640212551044506	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
65-69	36.624576850424305	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
70-74	36.61222828811797	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
75-79	36.60851606968314	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
80-84	36.60643620869662	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
85-89	36.618289223177186	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
90-94	36.61031367246933	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
95-99	36.60526667500512	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
100-104	36.59134823455604	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
105-109	36.5833282400079	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
110-114	36.57308207789547	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
115-119	36.55996957633235	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
120-124	36.55218823757826	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
125-129	36.52314725138267	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
130-134	36.518054850840635	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
135-139	36.490568790443305	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
140-144	36.47898836638253	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
145-149	36.462173897633235	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
150-151	36.743435760590316	37.0	37.0	37.0	37.0	37.0	JVD100_R2_rmphix_fastqc
1	36.68932174661564	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
2	36.71676692031144	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
3	36.77887331887517	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
4	36.81035171438665	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
5	36.8212557864246	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
6	36.83005237667457	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
7	36.82773627124369	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
8	36.82453277463339	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
9	36.828043389526464	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
10-14	36.82237553245729	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
15-19	36.812764782479135	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
20-24	36.80088710935322	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
25-29	36.78922803218152	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
30-34	36.77191420647158	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
35-39	36.757908760072084	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
40-44	36.74911699699887	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
45-49	36.732142229873126	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
50-54	36.711748352447856	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
55-59	36.711771463747375	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
60-64	36.700423274575954	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
65-69	36.68754609882311	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
70-74	36.6744995484619	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
75-79	36.67861736228805	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
80-84	36.6731521734372	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
85-89	36.66713519109084	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
90-94	36.66191070875992	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
95-99	36.64458892796922	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
100-104	36.62357053442672	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
105-109	36.616571191043896	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
110-114	36.61480494885372	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
115-119	36.607691760429944	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
120-124	36.587216306785834	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
125-129	36.57914139374492	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
130-134	36.57146103016851	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
135-139	36.56372456230001	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
140-144	36.53143720814266	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
145-149	36.49578341041453	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
150-151	36.75678999031392	37.0	37.0	37.0	37.0	37.0	JVD101_R1_rmphix_fastqc
1	36.69029635938736	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
2	36.75745004820492	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
3	36.773827762936335	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
4	36.7821042754731	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
5	36.79163390286673	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
6	36.79322492009776	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
7	36.785468340747954	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
8	36.780876741762626	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
9	36.78769823627029	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
10-14	36.77565197327291	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
15-19	36.77857880328146	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
20-24	36.7697216998903	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
25-29	36.753652924472426	37.0	37.0	37.0	37.0	37.0	JVD101_R2_rmphix_fastqc
