Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	Library
50-54	36.695043718242914	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
55-59	36.695349303994405	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
60-64	36.69986907515388	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
65-69	36.68666059732955	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
70-74	36.67555829504718	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
75-79	36.67262524811289	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
80-84	36.67394010470265	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
85-89	36.68490819309379	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
90-94	36.67915436929711	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
95-99	36.676069855629486	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
100-104	36.66616107412155	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
105-109	36.661266673440345	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
110-114	36.65428443404505	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
115-119	36.644705934807355	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
120-124	36.64004723156516	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
125-129	36.61859185674324	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
130-134	36.61507675126096	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
135-139	36.59346403207179	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
140-144	36.58505983656781	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
145-149	36.57290957587541	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
150-151	36.79499739628069	37.0	37.0	37.0	37.0	37.0	JVD42_R2_rmphix_fastqc
1	36.6838679270733	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
2	36.715484582225464	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
3	36.77826505441487	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
4	36.81436190724046	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
5	36.82388730433217	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
6	36.83387650344346	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
7	36.833049017165294	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
8	36.829720678659925	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
9	36.836407794932285	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
10-14	36.83132902576907	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
15-19	36.82130736772951	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
20-24	36.811072692563314	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
25-29	36.79898009719501	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
30-34	36.78225792095226	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
35-39	36.76944522786672	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
40-44	36.76131945976225	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
45-49	36.7445089952346	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
50-54	36.725341075932896	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
55-59	36.72721090000342	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
60-64	36.716797985456516	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
65-69	36.70500053099532	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
70-74	36.69488739299239	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
75-79	36.700602438256375	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
80-84	36.69687646285541	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
85-89	36.69080940464926	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
90-94	36.68784737280025	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
95-99	36.672413338493165	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
100-104	36.65464686818409	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
105-109	36.64663872581552	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
110-114	36.64855261547169	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
115-119	36.64291120630188	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
120-124	36.62468744052761	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
125-129	36.61960418415309	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
130-134	36.61467547135294	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
135-139	36.608796953574355	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
140-144	36.58177880060214	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
145-149	36.54882275188013	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
150-151	36.78146028876716	37.0	37.0	37.0	37.0	37.0	JVD43_R1_rmphix_fastqc
1	36.723202377666986	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
2	36.75613520629524	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
3	36.76780512871263	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
4	36.78848500044072	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
5	36.799577514589565	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
6	36.799896044872376	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
7	36.79306610931561	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
8	36.786747149420854	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
9	36.79581956413574	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
10-14	36.78261595014424	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
15-19	36.78640914378108	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
20-24	36.77927097824141	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
25-29	36.76234911467191	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
30-34	36.74819829144857	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
35-39	36.73385036318656	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
40-44	36.72549615635798	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
45-49	36.708793383341245	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
50-54	36.6849950500555	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
55-59	36.684513628315464	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
60-64	36.68894657436804	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
65-69	36.67492675317349	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
70-74	36.662876319278624	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
75-79	36.660662859782164	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
80-84	36.66099438059986	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
85-89	36.671882354423786	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
90-94	36.66543584600013	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
95-99	36.6607691555526	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
100-104	36.64991464460461	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
105-109	36.6442325917558	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
110-114	36.63564052306688	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
115-119	36.62558512584976	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
120-124	36.61943101913668	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
125-129	36.59492317922119	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
130-134	36.59161545509588	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
135-139	36.568043076427834	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
140-144	36.55747151840378	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
145-149	36.54481909985964	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
150-151	36.781323272873536	37.0	37.0	37.0	37.0	37.0	JVD43_R2_rmphix_fastqc
1	36.68676289001152	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
2	36.724160012810444	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
3	36.782442414155334	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
4	36.81619536020162	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
5	36.8258651659125	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
6	36.835704073728515	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
7	36.83438163947695	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
8	36.832348041534885	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
9	36.83729188444468	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
10-14	36.83086065168543	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
15-19	36.82085279254636	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
20-24	36.809513286370496	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
25-29	36.797197752698615	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
30-34	36.78035163964771	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
35-39	36.76734715248603	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
40-44	36.75753377207652	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
45-49	36.74066941439368	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
50-54	36.720691221349824	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
55-59	36.724319511292975	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
60-64	36.714227331058936	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
65-69	36.70408614151123	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
70-74	36.69353910147181	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
75-79	36.69883320457336	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
80-84	36.695562206456714	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
85-89	36.69059191418135	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
90-94	36.6875037905499	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
95-99	36.67219345319013	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
100-104	36.65464501948093	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
105-109	36.64659371781073	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
110-114	36.64984951463903	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
115-119	36.6428641473939	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
120-124	36.62567337573957	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
125-129	36.620896831960316	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
130-134	36.61639777442916	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
135-139	36.611599932828916	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
140-144	36.583566074227114	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
145-149	36.547973744250925	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
150-151	36.780465286205185	37.0	37.0	37.0	37.0	37.0	JVD44_R1_rmphix_fastqc
1	36.70843012443555	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
2	36.77666271077309	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
3	36.78903603921706	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
4	36.800021644767895	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
5	36.81200708630551	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
6	36.81178634133724	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
7	36.80242767445289	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
8	36.797625717482404	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
9	36.80597037486424	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
10-14	36.791679098335216	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
15-19	36.79506925251404	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
20-24	36.78786787011374	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
25-29	36.77088282645235	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
30-34	36.757674617619465	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
35-39	36.74334041343165	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
40-44	36.736025537358124	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
45-49	36.71856667608175	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
50-54	36.696745262841475	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
55-59	36.696084683919885	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
60-64	36.700949660839484	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
65-69	36.68731169087723	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
70-74	36.675045653400666	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
75-79	36.67269887658567	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
80-84	36.67417498552646	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
85-89	36.68534862343748	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
90-94	36.67878037282281	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
95-99	36.67578529904266	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
100-104	36.66475282501168	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
105-109	36.65959247509469	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
110-114	36.65267950721496	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
115-119	36.64185098494498	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
120-124	36.63690371515249	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
125-129	36.613280962702824	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
130-134	36.61079421446182	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
135-139	36.588535938636305	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
140-144	36.57951818202078	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
145-149	36.565604258619786	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
150-151	36.79272914971733	37.0	37.0	37.0	37.0	37.0	JVD44_R2_rmphix_fastqc
1	36.69142874023216	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
2	36.728619976971245	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
3	36.784841741517795	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
4	36.81727667847869	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
5	36.829502514872296	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
6	36.83699217636386	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
7	36.835934197656236	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
8	36.83214715123195	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
9	36.836726879796004	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
10-14	36.83105989057085	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
15-19	36.822298016150235	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
20-24	36.80938920664608	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
25-29	36.79817730186614	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
30-34	36.78192461743917	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
35-39	36.76849368897594	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
40-44	36.760220554156824	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
45-49	36.74287148303239	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
50-54	36.72309327859206	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
55-59	36.72508183656086	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
60-64	36.71577107750837	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
65-69	36.70550455292372	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
70-74	36.69402114379251	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
75-79	36.70058447071192	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
80-84	36.696756137583776	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
85-89	36.69318466179189	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
90-94	36.68860807617252	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
95-99	36.67354924665787	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
100-104	36.655085851861074	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
105-109	36.64803036608314	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
110-114	36.650961478256065	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
115-119	36.64507175363323	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
120-124	36.627090644761765	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
125-129	36.62208052108098	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
130-134	36.61838126017176	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
135-139	36.61283641635455	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
140-144	36.587340100976604	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
145-149	36.55193884036463	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
150-151	36.783062613533254	37.0	37.0	37.0	37.0	37.0	JVD45_R1_rmphix_fastqc
1	36.73305122637193	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
2	36.785894960614606	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
3	36.79067040230584	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
4	36.81015055813033	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
5	36.8190156954116	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
6	36.8186528268221	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
7	36.810257545903795	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
8	36.807034927239904	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
9	36.81419612385056	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
10-14	36.80132478076108	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
15-19	36.80456574462055	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
20-24	36.79762894296571	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
25-29	36.77998136146753	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
30-34	36.768322405068595	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
35-39	36.7526535386426	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
40-44	36.74635473177614	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
45-49	36.72985555124403	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
50-54	36.70780794240182	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
55-59	36.708771139994255	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
60-64	36.71308374369004	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
65-69	36.698158406592555	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
70-74	36.68483594816908	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
75-79	36.68262447143613	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
80-84	36.685865989922355	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
85-89	36.69801376484681	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
90-94	36.69119316135595	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
95-99	36.6884001249512	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
100-104	36.67772573566287	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
105-109	36.67229555524595	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
110-114	36.66548292132539	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
115-119	36.65454707684907	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
120-124	36.649360994814415	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
125-129	36.624321963110376	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
130-134	36.62314695020108	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
135-139	36.60090016418083	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
140-144	36.5894828343007	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
145-149	36.575399217657704	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
150-151	36.796883475332365	37.0	37.0	37.0	37.0	37.0	JVD45_R2_rmphix_fastqc
1	36.70466969561393	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
2	36.73532152754335	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
3	36.79248589501873	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
4	36.82499459961189	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
5	36.83587393982943	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
6	36.84431533650153	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
7	36.84489560329655	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
8	36.8409677817126	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
9	36.84605604228815	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
10-14	36.839859438078676	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
15-19	36.830268301497895	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
20-24	36.819321796392096	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
25-29	36.80733131242698	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
30-34	36.79087932035187	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
35-39	36.77794251149099	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
40-44	36.769327952385204	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
45-49	36.75232301354286	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
50-54	36.73269272895982	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
55-59	36.73510319479861	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
60-64	36.72323282977747	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
65-69	36.71136774267521	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
70-74	36.69978687167006	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
75-79	36.706131051094054	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
80-84	36.70190983666725	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
85-89	36.696584410773305	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
90-94	36.69230908547874	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
95-99	36.67670102856126	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
100-104	36.658034235391604	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
105-109	36.64996434980047	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
110-114	36.65218229496078	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
115-119	36.64552661491934	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
120-124	36.62723428440777	37.0	37.0	37.0	37.0	37.0	JVD46_R1_rmphix_fastqc
