Length	Count	Library
105-109	265686.0	JVD119_R2_rmphix_fastqc
110-114	270838.0	JVD119_R2_rmphix_fastqc
115-119	279581.0	JVD119_R2_rmphix_fastqc
120-124	287787.0	JVD119_R2_rmphix_fastqc
125-129	301187.0	JVD119_R2_rmphix_fastqc
130-134	310586.0	JVD119_R2_rmphix_fastqc
135-139	333935.0	JVD119_R2_rmphix_fastqc
140-144	343388.0	JVD119_R2_rmphix_fastqc
145-149	408144.0	JVD119_R2_rmphix_fastqc
150-152	2.7789979E7	JVD119_R2_rmphix_fastqc
50-54	310647.0	JVD121_R1_rmphix_fastqc
55-59	290276.0	JVD121_R1_rmphix_fastqc
60-64	274328.0	JVD121_R1_rmphix_fastqc
65-69	278000.0	JVD121_R1_rmphix_fastqc
70-74	261931.0	JVD121_R1_rmphix_fastqc
75-79	248507.0	JVD121_R1_rmphix_fastqc
80-84	243085.0	JVD121_R1_rmphix_fastqc
85-89	238501.0	JVD121_R1_rmphix_fastqc
90-94	238009.0	JVD121_R1_rmphix_fastqc
95-99	245989.0	JVD121_R1_rmphix_fastqc
100-104	266012.0	JVD121_R1_rmphix_fastqc
105-109	261574.0	JVD121_R1_rmphix_fastqc
110-114	257195.0	JVD121_R1_rmphix_fastqc
115-119	257029.0	JVD121_R1_rmphix_fastqc
120-124	278478.0	JVD121_R1_rmphix_fastqc
125-129	283402.0	JVD121_R1_rmphix_fastqc
130-134	286155.0	JVD121_R1_rmphix_fastqc
135-139	285391.0	JVD121_R1_rmphix_fastqc
140-144	314476.0	JVD121_R1_rmphix_fastqc
145-149	399586.0	JVD121_R1_rmphix_fastqc
150-152	2.6688487E7	JVD121_R1_rmphix_fastqc
50-54	232632.0	JVD121_R2_rmphix_fastqc
55-59	228698.0	JVD121_R2_rmphix_fastqc
60-64	219403.0	JVD121_R2_rmphix_fastqc
65-69	242336.0	JVD121_R2_rmphix_fastqc
70-74	233861.0	JVD121_R2_rmphix_fastqc
75-79	236221.0	JVD121_R2_rmphix_fastqc
80-84	233149.0	JVD121_R2_rmphix_fastqc
85-89	232427.0	JVD121_R2_rmphix_fastqc
90-94	236738.0	JVD121_R2_rmphix_fastqc
95-99	235806.0	JVD121_R2_rmphix_fastqc
100-104	238470.0	JVD121_R2_rmphix_fastqc
105-109	242222.0	JVD121_R2_rmphix_fastqc
110-114	247144.0	JVD121_R2_rmphix_fastqc
115-119	256383.0	JVD121_R2_rmphix_fastqc
120-124	262440.0	JVD121_R2_rmphix_fastqc
125-129	272750.0	JVD121_R2_rmphix_fastqc
130-134	283768.0	JVD121_R2_rmphix_fastqc
135-139	308274.0	JVD121_R2_rmphix_fastqc
140-144	315664.0	JVD121_R2_rmphix_fastqc
145-149	374449.0	JVD121_R2_rmphix_fastqc
150-152	2.7074223E7	JVD121_R2_rmphix_fastqc
50-54	204160.0	JVD122_R1_rmphix_fastqc
55-59	188434.0	JVD122_R1_rmphix_fastqc
60-64	179523.0	JVD122_R1_rmphix_fastqc
65-69	174239.0	JVD122_R1_rmphix_fastqc
70-74	174230.0	JVD122_R1_rmphix_fastqc
75-79	166789.0	JVD122_R1_rmphix_fastqc
80-84	163828.0	JVD122_R1_rmphix_fastqc
85-89	159939.0	JVD122_R1_rmphix_fastqc
90-94	160482.0	JVD122_R1_rmphix_fastqc
95-99	165409.0	JVD122_R1_rmphix_fastqc
100-104	179786.0	JVD122_R1_rmphix_fastqc
105-109	176022.0	JVD122_R1_rmphix_fastqc
110-114	172252.0	JVD122_R1_rmphix_fastqc
115-119	172631.0	JVD122_R1_rmphix_fastqc
120-124	186525.0	JVD122_R1_rmphix_fastqc
125-129	188922.0	JVD122_R1_rmphix_fastqc
130-134	190372.0	JVD122_R1_rmphix_fastqc
135-139	188358.0	JVD122_R1_rmphix_fastqc
140-144	209313.0	JVD122_R1_rmphix_fastqc
145-149	267887.0	JVD122_R1_rmphix_fastqc
150-152	1.9699834E7	JVD122_R1_rmphix_fastqc
50-54	241833.0	JVD122_R2_rmphix_fastqc
55-59	243336.0	JVD122_R2_rmphix_fastqc
60-64	228096.0	JVD122_R2_rmphix_fastqc
65-69	244074.0	JVD122_R2_rmphix_fastqc
70-74	233488.0	JVD122_R2_rmphix_fastqc
75-79	232881.0	JVD122_R2_rmphix_fastqc
80-84	230783.0	JVD122_R2_rmphix_fastqc
85-89	227062.0	JVD122_R2_rmphix_fastqc
90-94	227453.0	JVD122_R2_rmphix_fastqc
95-99	225934.0	JVD122_R2_rmphix_fastqc
100-104	226160.0	JVD122_R2_rmphix_fastqc
105-109	226688.0	JVD122_R2_rmphix_fastqc
110-114	228807.0	JVD122_R2_rmphix_fastqc
115-119	233258.0	JVD122_R2_rmphix_fastqc
120-124	237983.0	JVD122_R2_rmphix_fastqc
125-129	246951.0	JVD122_R2_rmphix_fastqc
130-134	250354.0	JVD122_R2_rmphix_fastqc
135-139	267330.0	JVD122_R2_rmphix_fastqc
140-144	270003.0	JVD122_R2_rmphix_fastqc
145-149	315839.0	JVD122_R2_rmphix_fastqc
150-152	1.8530622E7	JVD122_R2_rmphix_fastqc
50-54	238216.0	JVD123_R1_rmphix_fastqc
55-59	222328.0	JVD123_R1_rmphix_fastqc
60-64	212154.0	JVD123_R1_rmphix_fastqc
65-69	207596.0	JVD123_R1_rmphix_fastqc
70-74	198904.0	JVD123_R1_rmphix_fastqc
75-79	187338.0	JVD123_R1_rmphix_fastqc
80-84	183227.0	JVD123_R1_rmphix_fastqc
85-89	177702.0	JVD123_R1_rmphix_fastqc
90-94	178001.0	JVD123_R1_rmphix_fastqc
95-99	182892.0	JVD123_R1_rmphix_fastqc
100-104	198019.0	JVD123_R1_rmphix_fastqc
105-109	194613.0	JVD123_R1_rmphix_fastqc
110-114	188590.0	JVD123_R1_rmphix_fastqc
115-119	188058.0	JVD123_R1_rmphix_fastqc
120-124	204185.0	JVD123_R1_rmphix_fastqc
125-129	206591.0	JVD123_R1_rmphix_fastqc
130-134	207923.0	JVD123_R1_rmphix_fastqc
135-139	206774.0	JVD123_R1_rmphix_fastqc
140-144	228065.0	JVD123_R1_rmphix_fastqc
145-149	289354.0	JVD123_R1_rmphix_fastqc
150-152	2.1378942E7	JVD123_R1_rmphix_fastqc
50-54	167076.0	JVD123_R2_rmphix_fastqc
55-59	165074.0	JVD123_R2_rmphix_fastqc
60-64	158576.0	JVD123_R2_rmphix_fastqc
65-69	177212.0	JVD123_R2_rmphix_fastqc
70-74	167934.0	JVD123_R2_rmphix_fastqc
75-79	169947.0	JVD123_R2_rmphix_fastqc
80-84	166706.0	JVD123_R2_rmphix_fastqc
85-89	165331.0	JVD123_R2_rmphix_fastqc
90-94	167408.0	JVD123_R2_rmphix_fastqc
95-99	169017.0	JVD123_R2_rmphix_fastqc
100-104	169260.0	JVD123_R2_rmphix_fastqc
105-109	172506.0	JVD123_R2_rmphix_fastqc
110-114	176206.0	JVD123_R2_rmphix_fastqc
115-119	181252.0	JVD123_R2_rmphix_fastqc
120-124	187111.0	JVD123_R2_rmphix_fastqc
125-129	194788.0	JVD123_R2_rmphix_fastqc
130-134	201652.0	JVD123_R2_rmphix_fastqc
135-139	218379.0	JVD123_R2_rmphix_fastqc
140-144	223186.0	JVD123_R2_rmphix_fastqc
145-149	267952.0	JVD123_R2_rmphix_fastqc
150-152	2.1812899E7	JVD123_R2_rmphix_fastqc
50-54	270510.0	JVD125_R1_rmphix_fastqc
55-59	248669.0	JVD125_R1_rmphix_fastqc
60-64	238977.0	JVD125_R1_rmphix_fastqc
65-69	232540.0	JVD125_R1_rmphix_fastqc
70-74	227463.0	JVD125_R1_rmphix_fastqc
75-79	216701.0	JVD125_R1_rmphix_fastqc
80-84	211765.0	JVD125_R1_rmphix_fastqc
85-89	206669.0	JVD125_R1_rmphix_fastqc
90-94	207076.0	JVD125_R1_rmphix_fastqc
95-99	214778.0	JVD125_R1_rmphix_fastqc
100-104	231135.0	JVD125_R1_rmphix_fastqc
105-109	227586.0	JVD125_R1_rmphix_fastqc
110-114	223439.0	JVD125_R1_rmphix_fastqc
115-119	222923.0	JVD125_R1_rmphix_fastqc
120-124	242608.0	JVD125_R1_rmphix_fastqc
125-129	246731.0	JVD125_R1_rmphix_fastqc
130-134	248569.0	JVD125_R1_rmphix_fastqc
135-139	246642.0	JVD125_R1_rmphix_fastqc
140-144	273318.0	JVD125_R1_rmphix_fastqc
145-149	346983.0	JVD125_R1_rmphix_fastqc
150-152	2.4012839E7	JVD125_R1_rmphix_fastqc
50-54	209770.0	JVD125_R2_rmphix_fastqc
55-59	206814.0	JVD125_R2_rmphix_fastqc
60-64	199072.0	JVD125_R2_rmphix_fastqc
65-69	220131.0	JVD125_R2_rmphix_fastqc
70-74	211715.0	JVD125_R2_rmphix_fastqc
75-79	213019.0	JVD125_R2_rmphix_fastqc
80-84	210982.0	JVD125_R2_rmphix_fastqc
85-89	209569.0	JVD125_R2_rmphix_fastqc
90-94	212180.0	JVD125_R2_rmphix_fastqc
95-99	213203.0	JVD125_R2_rmphix_fastqc
100-104	216002.0	JVD125_R2_rmphix_fastqc
105-109	219940.0	JVD125_R2_rmphix_fastqc
110-114	225021.0	JVD125_R2_rmphix_fastqc
115-119	232843.0	JVD125_R2_rmphix_fastqc
120-124	240503.0	JVD125_R2_rmphix_fastqc
125-129	251896.0	JVD125_R2_rmphix_fastqc
130-134	260997.0	JVD125_R2_rmphix_fastqc
135-139	279713.0	JVD125_R2_rmphix_fastqc
140-144	288368.0	JVD125_R2_rmphix_fastqc
145-149	344283.0	JVD125_R2_rmphix_fastqc
150-152	2.41319E7	JVD125_R2_rmphix_fastqc
50-54	343156.0	JVD127_R1_rmphix_fastqc
55-59	313763.0	JVD127_R1_rmphix_fastqc
60-64	303196.0	JVD127_R1_rmphix_fastqc
65-69	292715.0	JVD127_R1_rmphix_fastqc
70-74	290576.0	JVD127_R1_rmphix_fastqc
75-79	276432.0	JVD127_R1_rmphix_fastqc
80-84	272298.0	JVD127_R1_rmphix_fastqc
85-89	266114.0	JVD127_R1_rmphix_fastqc
90-94	265720.0	JVD127_R1_rmphix_fastqc
95-99	274937.0	JVD127_R1_rmphix_fastqc
100-104	296559.0	JVD127_R1_rmphix_fastqc
105-109	293520.0	JVD127_R1_rmphix_fastqc
110-114	285934.0	JVD127_R1_rmphix_fastqc
115-119	286949.0	JVD127_R1_rmphix_fastqc
120-124	310687.0	JVD127_R1_rmphix_fastqc
125-129	317252.0	JVD127_R1_rmphix_fastqc
130-134	318397.0	JVD127_R1_rmphix_fastqc
135-139	315197.0	JVD127_R1_rmphix_fastqc
140-144	348212.0	JVD127_R1_rmphix_fastqc
145-149	442267.0	JVD127_R1_rmphix_fastqc
150-152	3.0239619E7	JVD127_R1_rmphix_fastqc
50-54	272307.0	JVD127_R2_rmphix_fastqc
55-59	270804.0	JVD127_R2_rmphix_fastqc
60-64	258282.0	JVD127_R2_rmphix_fastqc
65-69	284702.0	JVD127_R2_rmphix_fastqc
70-74	272812.0	JVD127_R2_rmphix_fastqc
75-79	276878.0	JVD127_R2_rmphix_fastqc
80-84	273172.0	JVD127_R2_rmphix_fastqc
85-89	268938.0	JVD127_R2_rmphix_fastqc
90-94	271404.0	JVD127_R2_rmphix_fastqc
95-99	271517.0	JVD127_R2_rmphix_fastqc
100-104	276984.0	JVD127_R2_rmphix_fastqc
105-109	281556.0	JVD127_R2_rmphix_fastqc
110-114	285132.0	JVD127_R2_rmphix_fastqc
115-119	295335.0	JVD127_R2_rmphix_fastqc
120-124	302742.0	JVD127_R2_rmphix_fastqc
125-129	315417.0	JVD127_R2_rmphix_fastqc
130-134	328091.0	JVD127_R2_rmphix_fastqc
135-139	352918.0	JVD127_R2_rmphix_fastqc
140-144	361416.0	JVD127_R2_rmphix_fastqc
145-149	430028.0	JVD127_R2_rmphix_fastqc
150-152	3.0403065E7	JVD127_R2_rmphix_fastqc
50-54	300329.0	JVD129_R1_rmphix_fastqc
55-59	277767.0	JVD129_R1_rmphix_fastqc
60-64	262120.0	JVD129_R1_rmphix_fastqc
65-69	249289.0	JVD129_R1_rmphix_fastqc
70-74	247214.0	JVD129_R1_rmphix_fastqc
75-79	233310.0	JVD129_R1_rmphix_fastqc
80-84	228514.0	JVD129_R1_rmphix_fastqc
85-89	222575.0	JVD129_R1_rmphix_fastqc
90-94	220976.0	JVD129_R1_rmphix_fastqc
95-99	230381.0	JVD129_R1_rmphix_fastqc
100-104	248360.0	JVD129_R1_rmphix_fastqc
105-109	243414.0	JVD129_R1_rmphix_fastqc
110-114	237020.0	JVD129_R1_rmphix_fastqc
115-119	238184.0	JVD129_R1_rmphix_fastqc
120-124	256421.0	JVD129_R1_rmphix_fastqc
125-129	261619.0	JVD129_R1_rmphix_fastqc
130-134	261187.0	JVD129_R1_rmphix_fastqc
135-139	259199.0	JVD129_R1_rmphix_fastqc
140-144	287429.0	JVD129_R1_rmphix_fastqc
145-149	367610.0	JVD129_R1_rmphix_fastqc
150-152	2.8338568E7	JVD129_R1_rmphix_fastqc
50-54	233315.0	JVD129_R2_rmphix_fastqc
55-59	234592.0	JVD129_R2_rmphix_fastqc
60-64	224210.0	JVD129_R2_rmphix_fastqc
65-69	245786.0	JVD129_R2_rmphix_fastqc
70-74	235644.0	JVD129_R2_rmphix_fastqc
75-79	237305.0	JVD129_R2_rmphix_fastqc
80-84	234396.0	JVD129_R2_rmphix_fastqc
85-89	230748.0	JVD129_R2_rmphix_fastqc
90-94	231384.0	JVD129_R2_rmphix_fastqc
95-99	232984.0	JVD129_R2_rmphix_fastqc
100-104	237171.0	JVD129_R2_rmphix_fastqc
105-109	241214.0	JVD129_R2_rmphix_fastqc
110-114	246082.0	JVD129_R2_rmphix_fastqc
115-119	256017.0	JVD129_R2_rmphix_fastqc
120-124	262080.0	JVD129_R2_rmphix_fastqc
125-129	274197.0	JVD129_R2_rmphix_fastqc
130-134	285088.0	JVD129_R2_rmphix_fastqc
135-139	306198.0	JVD129_R2_rmphix_fastqc
140-144	313009.0	JVD129_R2_rmphix_fastqc
145-149	376160.0	JVD129_R2_rmphix_fastqc
150-152	2.8333906E7	JVD129_R2_rmphix_fastqc
50-54	202819.0	JVD130_R1_rmphix_fastqc
55-59	186001.0	JVD130_R1_rmphix_fastqc
60-64	178710.0	JVD130_R1_rmphix_fastqc
65-69	170346.0	JVD130_R1_rmphix_fastqc
70-74	168775.0	JVD130_R1_rmphix_fastqc
75-79	159123.0	JVD130_R1_rmphix_fastqc
80-84	157261.0	JVD130_R1_rmphix_fastqc
85-89	152124.0	JVD130_R1_rmphix_fastqc
90-94	152039.0	JVD130_R1_rmphix_fastqc
95-99	156719.0	JVD130_R1_rmphix_fastqc
100-104	169224.0	JVD130_R1_rmphix_fastqc
105-109	166605.0	JVD130_R1_rmphix_fastqc
110-114	162565.0	JVD130_R1_rmphix_fastqc
115-119	162067.0	JVD130_R1_rmphix_fastqc
120-124	175544.0	JVD130_R1_rmphix_fastqc
125-129	178993.0	JVD130_R1_rmphix_fastqc
130-134	178629.0	JVD130_R1_rmphix_fastqc
135-139	176461.0	JVD130_R1_rmphix_fastqc
140-144	195692.0	JVD130_R1_rmphix_fastqc
145-149	249930.0	JVD130_R1_rmphix_fastqc
150-152	1.9487527E7	JVD130_R1_rmphix_fastqc
50-54	175588.0	JVD130_R2_rmphix_fastqc
55-59	174706.0	JVD130_R2_rmphix_fastqc
60-64	165974.0	JVD130_R2_rmphix_fastqc
65-69	182161.0	JVD130_R2_rmphix_fastqc
70-74	172894.0	JVD130_R2_rmphix_fastqc
75-79	173966.0	JVD130_R2_rmphix_fastqc
80-84	172412.0	JVD130_R2_rmphix_fastqc
85-89	170783.0	JVD130_R2_rmphix_fastqc
90-94	172337.0	JVD130_R2_rmphix_fastqc
95-99	171742.0	JVD130_R2_rmphix_fastqc
100-104	172834.0	JVD130_R2_rmphix_fastqc
105-109	174584.0	JVD130_R2_rmphix_fastqc
110-114	178420.0	JVD130_R2_rmphix_fastqc
115-119	183491.0	JVD130_R2_rmphix_fastqc
120-124	189209.0	JVD130_R2_rmphix_fastqc
125-129	195887.0	JVD130_R2_rmphix_fastqc
130-134	201751.0	JVD130_R2_rmphix_fastqc
135-139	216637.0	JVD130_R2_rmphix_fastqc
140-144	222460.0	JVD130_R2_rmphix_fastqc
145-149	263099.0	JVD130_R2_rmphix_fastqc
150-152	1.9256219E7	JVD130_R2_rmphix_fastqc
50-54	237331.0	JVD133_R1_rmphix_fastqc
55-59	217004.0	JVD133_R1_rmphix_fastqc
60-64	207744.0	JVD133_R1_rmphix_fastqc
65-69	202352.0	JVD133_R1_rmphix_fastqc
70-74	199206.0	JVD133_R1_rmphix_fastqc
75-79	189955.0	JVD133_R1_rmphix_fastqc
80-84	186094.0	JVD133_R1_rmphix_fastqc
85-89	181909.0	JVD133_R1_rmphix_fastqc
90-94	182370.0	JVD133_R1_rmphix_fastqc
95-99	188336.0	JVD133_R1_rmphix_fastqc
100-104	203776.0	JVD133_R1_rmphix_fastqc
105-109	200654.0	JVD133_R1_rmphix_fastqc
110-114	196090.0	JVD133_R1_rmphix_fastqc
115-119	195246.0	JVD133_R1_rmphix_fastqc
120-124	211142.0	JVD133_R1_rmphix_fastqc
125-129	215056.0	JVD133_R1_rmphix_fastqc
130-134	216045.0	JVD133_R1_rmphix_fastqc
135-139	214625.0	JVD133_R1_rmphix_fastqc
140-144	237262.0	JVD133_R1_rmphix_fastqc
145-149	301284.0	JVD133_R1_rmphix_fastqc
150-152	2.1045002E7	JVD133_R1_rmphix_fastqc
50-54	202620.0	JVD133_R2_rmphix_fastqc
55-59	200205.0	JVD133_R2_rmphix_fastqc
60-64	190634.0	JVD133_R2_rmphix_fastqc
65-69	209703.0	JVD133_R2_rmphix_fastqc
70-74	200806.0	JVD133_R2_rmphix_fastqc
75-79	201315.0	JVD133_R2_rmphix_fastqc
80-84	198193.0	JVD133_R2_rmphix_fastqc
85-89	199129.0	JVD133_R2_rmphix_fastqc
90-94	201405.0	JVD133_R2_rmphix_fastqc
95-99	200293.0	JVD133_R2_rmphix_fastqc
100-104	202759.0	JVD133_R2_rmphix_fastqc
105-109	204027.0	JVD133_R2_rmphix_fastqc
110-114	209463.0	JVD133_R2_rmphix_fastqc
115-119	214164.0	JVD133_R2_rmphix_fastqc
120-124	219388.0	JVD133_R2_rmphix_fastqc
125-129	229601.0	JVD133_R2_rmphix_fastqc
130-134	236475.0	JVD133_R2_rmphix_fastqc
135-139	254553.0	JVD133_R2_rmphix_fastqc
140-144	260254.0	JVD133_R2_rmphix_fastqc
145-149	308907.0	JVD133_R2_rmphix_fastqc
150-152	2.0884589E7	JVD133_R2_rmphix_fastqc
50-54	215161.0	JVD135_R1_rmphix_fastqc
55-59	198251.0	JVD135_R1_rmphix_fastqc
60-64	191505.0	JVD135_R1_rmphix_fastqc
65-69	185270.0	JVD135_R1_rmphix_fastqc
70-74	182914.0	JVD135_R1_rmphix_fastqc
75-79	174762.0	JVD135_R1_rmphix_fastqc
80-84	171574.0	JVD135_R1_rmphix_fastqc
85-89	169288.0	JVD135_R1_rmphix_fastqc
90-94	168359.0	JVD135_R1_rmphix_fastqc
95-99	172751.0	JVD135_R1_rmphix_fastqc
100-104	187407.0	JVD135_R1_rmphix_fastqc
105-109	184498.0	JVD135_R1_rmphix_fastqc
110-114	180565.0	JVD135_R1_rmphix_fastqc
115-119	181063.0	JVD135_R1_rmphix_fastqc
120-124	195029.0	JVD135_R1_rmphix_fastqc
125-129	197384.0	JVD135_R1_rmphix_fastqc
130-134	198810.0	JVD135_R1_rmphix_fastqc
135-139	197794.0	JVD135_R1_rmphix_fastqc
140-144	218547.0	JVD135_R1_rmphix_fastqc
145-149	278037.0	JVD135_R1_rmphix_fastqc
150-152	1.9981661E7	JVD135_R1_rmphix_fastqc
50-54	226250.0	JVD135_R2_rmphix_fastqc
55-59	227664.0	JVD135_R2_rmphix_fastqc
60-64	212808.0	JVD135_R2_rmphix_fastqc
65-69	231282.0	JVD135_R2_rmphix_fastqc
70-74	221666.0	JVD135_R2_rmphix_fastqc
75-79	221118.0	JVD135_R2_rmphix_fastqc
80-84	218310.0	JVD135_R2_rmphix_fastqc
85-89	218245.0	JVD135_R2_rmphix_fastqc
90-94	221218.0	JVD135_R2_rmphix_fastqc
95-99	219796.0	JVD135_R2_rmphix_fastqc
100-104	219988.0	JVD135_R2_rmphix_fastqc
105-109	220106.0	JVD135_R2_rmphix_fastqc
110-114	223322.0	JVD135_R2_rmphix_fastqc
115-119	228974.0	JVD135_R2_rmphix_fastqc
120-124	235157.0	JVD135_R2_rmphix_fastqc
125-129	244103.0	JVD135_R2_rmphix_fastqc
130-134	248791.0	JVD135_R2_rmphix_fastqc
135-139	268307.0	JVD135_R2_rmphix_fastqc
140-144	271043.0	JVD135_R2_rmphix_fastqc
145-149	318863.0	JVD135_R2_rmphix_fastqc
150-152	1.9133619E7	JVD135_R2_rmphix_fastqc
50-54	257575.0	JVD137_R1_rmphix_fastqc
55-59	240467.0	JVD137_R1_rmphix_fastqc
60-64	229831.0	JVD137_R1_rmphix_fastqc
65-69	228144.0	JVD137_R1_rmphix_fastqc
70-74	217534.0	JVD137_R1_rmphix_fastqc
75-79	205821.0	JVD137_R1_rmphix_fastqc
80-84	200570.0	JVD137_R1_rmphix_fastqc
85-89	196391.0	JVD137_R1_rmphix_fastqc
90-94	195852.0	JVD137_R1_rmphix_fastqc
95-99	201419.0	JVD137_R1_rmphix_fastqc
100-104	217718.0	JVD137_R1_rmphix_fastqc
105-109	213617.0	JVD137_R1_rmphix_fastqc
110-114	209175.0	JVD137_R1_rmphix_fastqc
115-119	208792.0	JVD137_R1_rmphix_fastqc
120-124	225954.0	JVD137_R1_rmphix_fastqc
125-129	228209.0	JVD137_R1_rmphix_fastqc
130-134	230795.0	JVD137_R1_rmphix_fastqc
135-139	227689.0	JVD137_R1_rmphix_fastqc
140-144	251525.0	JVD137_R1_rmphix_fastqc
145-149	320202.0	JVD137_R1_rmphix_fastqc
150-152	2.2828869E7	JVD137_R1_rmphix_fastqc
50-54	186357.0	JVD137_R2_rmphix_fastqc
55-59	185348.0	JVD137_R2_rmphix_fastqc
60-64	176848.0	JVD137_R2_rmphix_fastqc
65-69	196977.0	JVD137_R2_rmphix_fastqc
70-74	188898.0	JVD137_R2_rmphix_fastqc
75-79	190725.0	JVD137_R2_rmphix_fastqc
80-84	187543.0	JVD137_R2_rmphix_fastqc
85-89	186231.0	JVD137_R2_rmphix_fastqc
90-94	188856.0	JVD137_R2_rmphix_fastqc
95-99	188525.0	JVD137_R2_rmphix_fastqc
100-104	190929.0	JVD137_R2_rmphix_fastqc
105-109	193776.0	JVD137_R2_rmphix_fastqc
110-114	198145.0	JVD137_R2_rmphix_fastqc
115-119	204538.0	JVD137_R2_rmphix_fastqc
120-124	209466.0	JVD137_R2_rmphix_fastqc
125-129	219745.0	JVD137_R2_rmphix_fastqc
130-134	226737.0	JVD137_R2_rmphix_fastqc
135-139	244267.0	JVD137_R2_rmphix_fastqc
140-144	250568.0	JVD137_R2_rmphix_fastqc
145-149	299515.0	JVD137_R2_rmphix_fastqc
150-152	2.3222155E7	JVD137_R2_rmphix_fastqc
50-54	430351.0	JVD140_R1_rmphix_fastqc
55-59	388143.0	JVD140_R1_rmphix_fastqc
60-64	369071.0	JVD140_R1_rmphix_fastqc
65-69	374175.0	JVD140_R1_rmphix_fastqc
70-74	346331.0	JVD140_R1_rmphix_fastqc
75-79	324496.0	JVD140_R1_rmphix_fastqc
80-84	315483.0	JVD140_R1_rmphix_fastqc
85-89	303299.0	JVD140_R1_rmphix_fastqc
90-94	300575.0	JVD140_R1_rmphix_fastqc
95-99	311807.0	JVD140_R1_rmphix_fastqc
100-104	334780.0	JVD140_R1_rmphix_fastqc
105-109	327161.0	JVD140_R1_rmphix_fastqc
110-114	317893.0	JVD140_R1_rmphix_fastqc
115-119	317973.0	JVD140_R1_rmphix_fastqc
120-124	342280.0	JVD140_R1_rmphix_fastqc
125-129	351485.0	JVD140_R1_rmphix_fastqc
130-134	348629.0	JVD140_R1_rmphix_fastqc
135-139	341139.0	JVD140_R1_rmphix_fastqc
140-144	374660.0	JVD140_R1_rmphix_fastqc
145-149	481496.0	JVD140_R1_rmphix_fastqc
150-152	3.6483481E7	JVD140_R1_rmphix_fastqc
50-54	280131.0	JVD140_R2_rmphix_fastqc
55-59	279500.0	JVD140_R2_rmphix_fastqc
60-64	259479.0	JVD140_R2_rmphix_fastqc
65-69	289208.0	JVD140_R2_rmphix_fastqc
70-74	275955.0	JVD140_R2_rmphix_fastqc
75-79	277434.0	JVD140_R2_rmphix_fastqc
80-84	273500.0	JVD140_R2_rmphix_fastqc
85-89	265736.0	JVD140_R2_rmphix_fastqc
90-94	267577.0	JVD140_R2_rmphix_fastqc
95-99	270985.0	JVD140_R2_rmphix_fastqc
100-104	272203.0	JVD140_R2_rmphix_fastqc
105-109	273259.0	JVD140_R2_rmphix_fastqc
110-114	277862.0	JVD140_R2_rmphix_fastqc
115-119	287980.0	JVD140_R2_rmphix_fastqc
120-124	298941.0	JVD140_R2_rmphix_fastqc
125-129	312942.0	JVD140_R2_rmphix_fastqc
130-134	318825.0	JVD140_R2_rmphix_fastqc
135-139	342006.0	JVD140_R2_rmphix_fastqc
140-144	356706.0	JVD140_R2_rmphix_fastqc
145-149	430665.0	JVD140_R2_rmphix_fastqc
150-152	3.7573814E7	JVD140_R2_rmphix_fastqc
50-54	237945.0	JVD141_R1_rmphix_fastqc
55-59	220105.0	JVD141_R1_rmphix_fastqc
60-64	211718.0	JVD141_R1_rmphix_fastqc
65-69	204772.0	JVD141_R1_rmphix_fastqc
70-74	198311.0	JVD141_R1_rmphix_fastqc
75-79	189460.0	JVD141_R1_rmphix_fastqc
80-84	185048.0	JVD141_R1_rmphix_fastqc
85-89	181092.0	JVD141_R1_rmphix_fastqc
90-94	179881.0	JVD141_R1_rmphix_fastqc
95-99	185011.0	JVD141_R1_rmphix_fastqc
100-104	199430.0	JVD141_R1_rmphix_fastqc
105-109	195530.0	JVD141_R1_rmphix_fastqc
110-114	191024.0	JVD141_R1_rmphix_fastqc
115-119	191638.0	JVD141_R1_rmphix_fastqc
120-124	206431.0	JVD141_R1_rmphix_fastqc
125-129	209350.0	JVD141_R1_rmphix_fastqc
130-134	210135.0	JVD141_R1_rmphix_fastqc
135-139	207520.0	JVD141_R1_rmphix_fastqc
140-144	229602.0	JVD141_R1_rmphix_fastqc
145-149	295399.0	JVD141_R1_rmphix_fastqc
150-152	2.143088E7	JVD141_R1_rmphix_fastqc
50-54	214176.0	JVD141_R2_rmphix_fastqc
55-59	215961.0	JVD141_R2_rmphix_fastqc
60-64	202376.0	JVD141_R2_rmphix_fastqc
65-69	219859.0	JVD141_R2_rmphix_fastqc
70-74	210709.0	JVD141_R2_rmphix_fastqc
75-79	210125.0	JVD141_R2_rmphix_fastqc
80-84	206433.0	JVD141_R2_rmphix_fastqc
85-89	207525.0	JVD141_R2_rmphix_fastqc
90-94	211065.0	JVD141_R2_rmphix_fastqc
95-99	210423.0	JVD141_R2_rmphix_fastqc
100-104	210646.0	JVD141_R2_rmphix_fastqc
105-109	210679.0	JVD141_R2_rmphix_fastqc
110-114	214406.0	JVD141_R2_rmphix_fastqc
115-119	220882.0	JVD141_R2_rmphix_fastqc
120-124	227250.0	JVD141_R2_rmphix_fastqc
125-129	237139.0	JVD141_R2_rmphix_fastqc
130-134	240297.0	JVD141_R2_rmphix_fastqc
135-139	259556.0	JVD141_R2_rmphix_fastqc
140-144	265131.0	JVD141_R2_rmphix_fastqc
145-149	313022.0	JVD141_R2_rmphix_fastqc
150-152	2.1052622E7	JVD141_R2_rmphix_fastqc
50-54	259359.0	JVD143_R1_rmphix_fastqc
