Position	Illumina_Universal_Adapter	Illumina_Small_RNA_3_Adapter	Illumina_Small_RNA_5_Adapter	Nextera_Transposase_Sequence	SOLID_Small_RNA_Adapter	Library
115-119	0.17706407932636073	3.06745643444999E-4	0.0014449334257014424	8.63731153910918E-5	0.0043937277296608665	JVD148_R2_rmphix_fastqc
120-124	0.17988048866841233	3.2046847486227523E-4	0.0015095114559003898	9.121646765601286E-5	0.004573738988840432	JVD148_R2_rmphix_fastqc
125-129	0.18083785796611168	3.31769630147091E-4	0.0015789328383642581	9.848149605339441E-5	0.0047585936002849175	JVD148_R2_rmphix_fastqc
130-134	0.18202447927101736	3.3499853165703836E-4	0.0016265591356359813	1.0090317218585491E-4	0.004957171043146681	JVD148_R2_rmphix_fastqc
135-139	0.1835259184731429	3.4791413769682774E-4	0.0016628842776228892	1.0090317218585491E-4	0.005121845020153996	JVD148_R2_rmphix_fastqc
140	0.1843823845986564	3.5517916609420936E-4	0.0016911371658349286	1.0090317218585492E-4	0.005214675938564983	JVD148_R2_rmphix_fastqc
1	0.0	1.0430855890319967E-5	1.7384759817199947E-5	0.0	2.4338663744079925E-5	JVD149_R1_rmphix_fastqc
2	0.0	1.0430855890319967E-5	3.1292567670959906E-5	0.0	4.867732748815985E-5	JVD149_R1_rmphix_fastqc
3	0.0	1.7384759817199947E-5	6.258513534191981E-5	0.0	7.649294319567976E-5	JVD149_R1_rmphix_fastqc
4	0.0	2.0861711780639934E-5	8.692379908599973E-5	0.0	9.73546549763197E-5	JVD149_R1_rmphix_fastqc
5	0.0	2.7815615707519912E-5	1.0083160693975969E-4	0.0	1.3560112657415958E-4	JVD149_R1_rmphix_fastqc
6	0.0	3.824647159783988E-5	1.3212417461071958E-4	0.0	1.5298588639135952E-4	JVD149_R1_rmphix_fastqc
7	6.953903926879978E-6	4.867732748815985E-5	1.3907807853759957E-4	3.476951963439989E-6	1.634167422816795E-4	JVD149_R1_rmphix_fastqc
8	5.910818337847982E-5	5.910818337847982E-5	1.5298588639135952E-4	3.476951963439989E-6	1.8427845406231941E-4	JVD149_R1_rmphix_fastqc
9	6.258513534191981E-5	6.606208730535979E-5	1.7384759817199946E-4	3.476951963439989E-6	2.225249256601593E-4	JVD149_R1_rmphix_fastqc
10-14	8.692379908599973E-5	8.136067594449575E-5	1.995770427014554E-4	3.4769519634399886E-6	2.969316976777751E-4	JVD149_R1_rmphix_fastqc
15-19	1.0152699733244768E-4	1.279518322545916E-4	2.4964515097499124E-4	3.4769519634399886E-6	4.1514806443473473E-4	JVD149_R1_rmphix_fastqc
20-24	1.223887091130876E-4	1.8010611170619144E-4	3.2127036142185503E-4	3.4769519634399886E-6	5.375367735478224E-4	JVD149_R1_rmphix_fastqc
25-29	2.266972680162873E-4	2.3365117194316725E-4	3.685569081246389E-4	3.4769519634399886E-6	6.508854075559661E-4	JVD149_R1_rmphix_fastqc
30-34	5.069395962695504E-4	2.739838147190711E-4	4.297512626811826E-4	3.4769519634399886E-6	8.289053480840935E-4	JVD149_R1_rmphix_fastqc
35-39	0.001004839117434157	3.09448724746159E-4	4.923363980231024E-4	6.25851353419198E-6	9.88845138402333E-4	JVD149_R1_rmphix_fastqc
40-44	0.0018441753214085705	3.4421824438055895E-4	5.639616084699662E-4	6.953903926879977E-6	0.0011383540728302525	JVD149_R1_rmphix_fastqc
45-49	0.0028726577121941195	3.9428635265409477E-4	6.31414476560702E-4	7.649294319567975E-6	0.0013031615958973082	JVD149_R1_rmphix_fastqc
50-54	0.0043281098040900984	4.3531438582268664E-4	6.863503175830538E-4	1.1126246283007964E-5	0.0014450212360056594	JVD149_R1_rmphix_fastqc
55-59	0.006293978444219068	4.666069534936466E-4	7.350276450712138E-4	1.3907807853759954E-5	0.001584794704935947	JVD149_R1_rmphix_fastqc
60-64	0.008722977085878245	5.173704521598704E-4	7.885727053081895E-4	1.3907807853759954E-5	0.0017037064620855948	JVD149_R1_rmphix_fastqc
65-69	0.011345294256704686	5.403183351185743E-4	8.692379908599973E-4	1.3907807853759954E-5	0.0018483476637646983	JVD149_R1_rmphix_fastqc
70-74	0.01394814049653586	5.702201220041583E-4	9.31127735809229E-4	1.529858863913595E-5	0.001991598084658426	JVD149_R1_rmphix_fastqc
75-79	0.01650230940887888	6.133343263508142E-4	9.87454357616957E-4	1.7384759817199947E-5	0.0021584917789035456	JVD149_R1_rmphix_fastqc
80-84	0.019398610394424386	6.47408455592526E-4	0.001025700829214797	2.0861711780639934E-5	0.002271145022519001	JVD149_R1_rmphix_fastqc
85-89	0.022132190028080912	6.835687560123019E-4	0.0010875905741640286	2.0861711780639934E-5	0.0024039645875224085	JVD149_R1_rmphix_fastqc
90-94	0.024650198640004145	7.044304677929419E-4	0.0011522618806840124	2.0861711780639934E-5	0.0025117500983890483	JVD149_R1_rmphix_fastqc
95-99	0.027031215344567854	7.600616992079817E-4	0.0012113700640624923	2.0861711780639934E-5	0.0026278802939679437	JVD149_R1_rmphix_fastqc
100-104	0.028915723308752327	8.059574651253894E-4	0.00129898925354118	2.0861711780639934E-5	0.0027356658048345835	JVD149_R1_rmphix_fastqc
105-109	0.030125702592029447	8.657610388965575E-4	0.0013587928273123477	2.0861711780639934E-5	0.0028629222466964874	JVD149_R1_rmphix_fastqc
110-114	0.030709135131494668	8.894043122479493E-4	0.0014088609355858838	2.0861711780639934E-5	0.0029853109558095744	JVD149_R1_rmphix_fastqc
115-119	0.03094695864579397	9.151337567774051E-4	0.0014714460709278033	2.0861711780639934E-5	0.003077797878037078	JVD149_R1_rmphix_fastqc
120-124	0.03106378423176555	9.436447628776131E-4	0.0015569790892284272	2.0861711780639934E-5	0.0031967096351867264	JVD149_R1_rmphix_fastqc
125-129	0.03129326306135259	9.784142825120128E-4	0.001623041176533787	2.0861711780639934E-5	0.0033698618429660377	JVD149_R1_rmphix_fastqc
130-134	0.03152621884290307	0.0010284823907855487	0.0016939709965879627	2.0861711780639934E-5	0.0034748657922619255	JVD149_R1_rmphix_fastqc
135-139	0.03180993812311977	0.0010778551086663966	0.0017412575432907466	2.3643273351391924E-5	0.003558312639384485	JVD149_R1_rmphix_fastqc
140	0.03203663539113606	0.0010987168204470365	0.0017767224533178346	2.7815615707519912E-5	0.0036264608978679087	JVD149_R1_rmphix_fastqc
1	0.0	6.953903926879978E-6	1.0430855890319967E-5	0.0	2.0861711780639934E-5	JVD149_R2_rmphix_fastqc
2	0.0	1.7384759817199947E-5	1.7384759817199947E-5	0.0	3.824647159783988E-5	JVD149_R2_rmphix_fastqc
3	0.0	2.7815615707519912E-5	3.1292567670959906E-5	0.0	8.344684712255974E-5	JVD149_R2_rmphix_fastqc
4	6.953903926879978E-6	3.476951963439989E-5	5.5631231415039824E-5	0.0	1.2517027068383962E-4	JVD149_R2_rmphix_fastqc
5	6.953903926879978E-6	4.867732748815985E-5	6.606208730535979E-5	0.0	1.4603198246447953E-4	JVD149_R2_rmphix_fastqc
6	6.953903926879978E-6	5.5631231415039824E-5	9.38777030128797E-5	0.0	1.7732455013543945E-4	JVD149_R2_rmphix_fastqc
7	6.953903926879978E-6	6.606208730535979E-5	1.0778551086663967E-4	0.0	2.0166321387951938E-4	JVD149_R2_rmphix_fastqc
8	5.5631231415039824E-5	9.040075104943972E-5	1.1473941479351964E-4	3.476951963439989E-6	2.225249256601593E-4	JVD149_R2_rmphix_fastqc
9	5.5631231415039824E-5	1.1126246283007965E-4	1.3560112657415958E-4	3.476951963439989E-6	2.5034054136767925E-4	JVD149_R2_rmphix_fastqc
10-14	8.275145672987173E-5	1.4533659207179153E-4	1.7315220777931145E-4	4.867732748815984E-6	3.11534895924223E-4	JVD149_R2_rmphix_fastqc
15-19	9.457309340556771E-5	1.7593376935006344E-4	2.3573734312123127E-4	6.953903926879977E-6	4.255789203250547E-4	JVD149_R2_rmphix_fastqc
20-24	1.1056707243739166E-4	2.1904797369671933E-4	3.26138094170671E-4	6.953903926879977E-6	5.994265184970541E-4	JVD149_R2_rmphix_fastqc
25-29	2.3782351429929528E-4	2.656391300068152E-4	3.9428635265409477E-4	6.953903926879977E-6	7.440677201761577E-4	JVD149_R2_rmphix_fastqc
30-34	5.938633953555502E-4	3.1431645749497504E-4	4.846871037035345E-4	6.953903926879977E-6	8.859273602845093E-4	JVD149_R2_rmphix_fastqc
35-39	0.001277432151367852	3.5047675791475094E-4	5.625708276845902E-4	8.344684712255973E-6	0.001033350123534365	JVD149_R2_rmphix_fastqc
40-44	0.0024679405036497045	3.8594166794183877E-4	6.175066687069421E-4	1.1126246283007964E-5	0.0011682558597158363	JVD149_R2_rmphix_fastqc
45-49	0.004034655058375763	4.3461899542999863E-4	6.7383329051467E-4	1.3907807853759954E-5	0.001312201671002252	JVD149_R2_rmphix_fastqc
50-54	0.0063127539848216434	4.7425624781321455E-4	7.364184258565898E-4	1.3907807853759954E-5	0.0014352857705080273	JVD149_R2_rmphix_fastqc
55-59	0.009477475661944724	5.152842809818065E-4	7.927450476643176E-4	1.3907807853759954E-5	0.0015993979031823952	JVD149_R2_rmphix_fastqc
60-64	0.013462062612046948	5.660477796480302E-4	8.518532310427974E-4	1.3907807853759954E-5	0.0017266543450442987	JVD149_R2_rmphix_fastqc
65-69	0.017801298662420056	6.33500647738766E-4	9.248692222750372E-4	1.4603198246447953E-5	0.0018573877388696422	JVD149_R2_rmphix_fastqc
70-74	0.022717708738724203	6.926088311172458E-4	9.94408261543837E-4	1.7384759817199947E-5	0.0020131551868317536	JVD149_R2_rmphix_fastqc
75-79	0.02806387007770953	7.329414738931497E-4	0.0010542118353150049	2.294788295870393E-5	0.0021772673195061213	JVD149_R2_rmphix_fastqc
80-84	0.033729215606938645	7.976127804131336E-4	0.0011035845531958525	2.4338663744079925E-5	0.002309391494116841	JVD149_R2_rmphix_fastqc
85-89	0.03970818220327005	8.497670598647334E-4	0.0011592157846108924	2.4338663744079925E-5	0.0024623773805082004	JVD149_R2_rmphix_fastqc
90-94	0.0459917297915988	8.914904834260133E-4	0.0012384902893773243	2.4338663744079925E-5	0.0025889384319774155	JVD149_R2_rmphix_fastqc
95-99	0.052426177095140844	9.255646126677252E-4	0.001296207691970428	2.7120225314831914E-5	0.002718281045017384	JVD149_R2_rmphix_fastqc
100-104	0.05877787294195301	9.610295226948132E-4	0.0013622697792757877	3.1292567670959906E-5	0.0028663991986599266	JVD149_R2_rmphix_fastqc
105-109	0.06490495769192697	0.0010145745829317889	0.0014165102299054516	3.1292567670959906E-5	0.0029880925173803264	JVD149_R2_rmphix_fastqc
110-114	0.07085610867255085	0.0010479533217808128	0.0014651875573936113	3.1292567670959906E-5	0.0031473369173058785	JVD149_R2_rmphix_fastqc
115-119	0.07663341205500274	0.0010861997933786526	0.0015402897198039153	3.1292567670959906E-5	0.003262076332099398	JVD149_R2_rmphix_fastqc
120-124	0.07920913806951908	0.0011216647034057406	0.0015938347800408912	3.1292567670959906E-5	0.003411585266527317	JVD149_R2_rmphix_fastqc
125-129	0.0798509834019701	0.0011439171959717566	0.0016675461616658185	3.1292567670959906E-5	0.0035826513031285653	JVD149_R2_rmphix_fastqc
130-134	0.08072161217361547	0.0011981576466014202	0.0017301312970077385	3.1292567670959906E-5	0.003716861648917349	JVD149_R2_rmphix_fastqc
135-139	0.08171949738712275	0.0012329271662358202	0.0017808947956739624	3.1292567670959906E-5	0.0038163024750717325	JVD149_R2_rmphix_fastqc
140	0.08233422249425894	0.001241271850948076	0.0018114919729522343	3.1292567670959906E-5	0.003866370583345268	JVD149_R2_rmphix_fastqc
1	3.4482767538646775E-5	8.620691884661694E-6	1.293103782699254E-5	0.0	5.172415130797016E-5	JVD157_R1_rmphix_fastqc
2	3.8793113480977625E-5	8.620691884661694E-6	2.1551729711654234E-5	0.0	5.603449725030101E-5	JVD157_R1_rmphix_fastqc
3	4.310345942330847E-5	1.293103782699254E-5	5.603449725030101E-5	0.0	6.896553507729355E-5	JVD157_R1_rmphix_fastqc
4	4.310345942330847E-5	1.293103782699254E-5	7.327588101962441E-5	0.0	9.482761073127864E-5	JVD157_R1_rmphix_fastqc
5	4.310345942330847E-5	1.293103782699254E-5	7.758622696195525E-5	0.0	1.1206899450060203E-4	JVD157_R1_rmphix_fastqc
6	4.310345942330847E-5	1.7241383769323388E-5	1.1637934044293287E-4	4.310345942330847E-6	1.551724539239105E-4	JVD157_R1_rmphix_fastqc
7	6.896553507729355E-5	1.7241383769323388E-5	1.4224141609691794E-4	4.310345942330847E-6	2.0689660523188065E-4	JVD157_R1_rmphix_fastqc
8	1.551724539239105E-4	2.586207565398508E-5	1.637931458085722E-4	4.310345942330847E-6	2.284483349435349E-4	JVD157_R1_rmphix_fastqc
9	1.551724539239105E-4	2.586207565398508E-5	2.025862592895498E-4	4.310345942330847E-6	2.758621403091742E-4	JVD157_R1_rmphix_fastqc
10-14	1.9741384415875282E-4	2.6724144842451252E-5	2.8103455543997125E-4	4.310345942330847E-6	4.034483802021673E-4	JVD157_R1_rmphix_fastqc
15-19	2.2413798900120405E-4	4.22413902348423E-5	3.5344836727112944E-4	4.310345942330847E-6	5.965518784185892E-4	JVD157_R1_rmphix_fastqc
20-24	3.146552537901519E-4	4.913794374257167E-5	4.3706907855234795E-4	4.310345942330847E-6	8.060346912158684E-4	JVD157_R1_rmphix_fastqc
25-29	6.698277594382136E-4	5.258622049643633E-5	5.612070416914762E-4	4.310345942330847E-6	0.001007758881316952	JVD157_R1_rmphix_fastqc
30-34	0.0012284485935642915	6.206898156956421E-5	6.793105205113415E-4	4.310345942330847E-6	0.0011775865114447876	JVD157_R1_rmphix_fastqc
35-39	0.0019086211832640993	7.672415777348908E-5	7.63793300981026E-4	4.310345942330847E-6	0.0013500003491380215	JVD157_R1_rmphix_fastqc
40-44	0.0028767248819116078	8.620691884661694E-5	8.568967733353723E-4	4.310345942330847E-6	0.0015741383381392255	JVD157_R1_rmphix_fastqc
45-49	0.0038517251340668447	9.310347235434629E-5	9.293105851665307E-4	4.310345942330847E-6	0.0017181038926130758	JVD157_R1_rmphix_fastqc
50-54	0.004821552971091286	1.0344830261594033E-4	0.0010491382023633282	4.310345942330847E-6	0.0018577591011445954	JVD157_R1_rmphix_fastqc
55-59	0.005752587694634748	1.1810347881986523E-4	0.0011741382346909229	8.620691884661694E-6	0.0020844832977111975	JVD157_R1_rmphix_fastqc
60-64	0.006777587959721024	1.5000003879311348E-4	0.0012568968767836751	8.620691884661694E-6	0.0022620695505352287	JVD157_R1_rmphix_fastqc
65-69	0.007720691651903014	1.6637935337397068E-4	0.001399138292880593	8.620691884661694E-6	0.0024353454574169283	JVD157_R1_rmphix_fastqc
70-74	0.008652588444634943	1.7672418363556475E-4	0.0015025865954965331	8.620691884661694E-6	0.0026172420561832903	JVD157_R1_rmphix_fastqc
75-79	0.009610347313020856	1.8793108308562493E-4	0.001573276268950759	8.620691884661694E-6	0.002793104170630389	JVD157_R1_rmphix_fastqc
80-84	0.010522416514418065	1.9655177497028662E-4	0.0016517245651011807	8.620691884661694E-6	0.0029827593920929464	JVD157_R1_rmphix_fastqc
85-89	0.011270692570006699	1.9827591334721896E-4	0.001733621138005467	8.620691884661694E-6	0.003139655984393789	JVD157_R1_rmphix_fastqc
90-94	0.01193879619106798	2.0172419010108366E-4	0.0018163797800982192	8.620691884661694E-6	0.003256897394025188	JVD157_R1_rmphix_fastqc
95-99	0.012507761855455652	2.198276430588732E-4	0.0019043108373217681	8.620691884661694E-6	0.0033818974263527825	JVD157_R1_rmphix_fastqc
100-104	0.012976727493981249	2.396552343935951E-4	0.0019758625799644607	8.620691884661694E-6	0.003537069880276693	JVD157_R1_rmphix_fastqc
105-109	0.013320693100179248	2.4137937277052745E-4	0.0020431039766648216	8.620691884661694E-6	0.00367500095043128	JVD157_R1_rmphix_fastqc
110-114	0.013522417290280333	2.4310351114745975E-4	0.002112069511742115	8.620691884661694E-6	0.0038560354800091755	JVD157_R1_rmphix_fastqc
115-119	0.0136379345615348	2.5000006465518914E-4	0.002200000568965664	8.620691884661694E-6	0.004037070009587071	JVD157_R1_rmphix_fastqc
120-124	0.013729313895512213	2.5258627222058766E-4	0.002315517840220131	8.620691884661694E-6	0.004204311432149508	JVD157_R1_rmphix_fastqc
125-129	0.01380000356896644	2.64655240859114E-4	0.0023931040671820863	8.620691884661694E-6	0.00435258733256569	JVD157_R1_rmphix_fastqc
130-134	0.013866382896478336	2.758621403091742E-4	0.0024827592627825676	8.620691884661694E-6	0.004523277031881991	JVD157_R1_rmphix_fastqc
135-139	0.013959486368832683	2.758621403091742E-4	0.0025758627351369144	8.620691884661694E-6	0.004727587429548473	JVD157_R1_rmphix_fastqc
140	0.014025865696344576	2.758621403091742E-4	0.0026379317167064785	8.620691884661694E-6	0.004849139185122203	JVD157_R1_rmphix_fastqc
1	2.1551729711654234E-5	0.0	2.1551729711654234E-5	0.0	2.586207565398508E-5	JVD157_R2_rmphix_fastqc
2	2.586207565398508E-5	4.310345942330847E-6	5.603449725030101E-5	0.0	5.603449725030101E-5	JVD157_R2_rmphix_fastqc
3	2.586207565398508E-5	1.293103782699254E-5	8.18965729042861E-5	0.0	9.913795667360948E-5	JVD157_R2_rmphix_fastqc
4	3.017242159631593E-5	1.293103782699254E-5	9.05172647889478E-5	4.310345942330847E-6	1.4224141609691794E-4	JVD157_R2_rmphix_fastqc
5	3.017242159631593E-5	1.293103782699254E-5	9.913795667360948E-5	4.310345942330847E-6	1.8534487552022643E-4	JVD157_R2_rmphix_fastqc
6	3.017242159631593E-5	1.293103782699254E-5	1.0775864855827118E-4	4.310345942330847E-6	2.1120695117421152E-4	JVD157_R2_rmphix_fastqc
7	5.603449725030101E-5	1.7241383769323388E-5	1.379310701545871E-4	4.310345942330847E-6	2.4568971871285827E-4	JVD157_R2_rmphix_fastqc
8	1.5948279986624134E-4	2.586207565398508E-5	1.5948279986624134E-4	4.310345942330847E-6	2.5431041059751996E-4	JVD157_R2_rmphix_fastqc
9	1.5948279986624134E-4	2.586207565398508E-5	1.810345295778956E-4	4.310345942330847E-6	2.8017248625150507E-4	JVD157_R2_rmphix_fastqc
10-14	2.3189661169739956E-4	3.017242159631593E-5	2.4137937277052745E-4	4.310345942330847E-6	3.7413802779431756E-4	JVD157_R2_rmphix_fastqc
15-19	2.586207565398508E-4	4.310345942330847E-5	3.3189663755947525E-4	4.310345942330847E-6	5.80172563837732E-4	JVD157_R2_rmphix_fastqc
20-24	3.551725056480618E-4	5.862070481569953E-5	4.1896562559455835E-4	4.310345942330847E-6	7.206898415577177E-4	JVD157_R2_rmphix_fastqc
25-29	7.129312188615221E-4	6.034484319263186E-5	4.8793116067185184E-4	4.310345942330847E-6	8.9568988681635E-4	JVD157_R2_rmphix_fastqc
30-34	0.0013250003426725026	6.379311994649653E-5	5.827587714031305E-4	4.310345942330847E-6	0.0010758623472057797	JVD157_R2_rmphix_fastqc
35-39	0.0021094833041767165	8.017243452735376E-5	6.750001745690106E-4	7.758622696195523E-6	0.0012715520529875998	JVD157_R2_rmphix_fastqc
40-44	0.0032672422242867824	8.706898803508311E-5	7.646553701694923E-4	8.620691884661694E-6	0.0015189659100773903	JVD157_R2_rmphix_fastqc
45-49	0.004370690785523479	1.0000002586207566E-4	8.681036727854327E-4	8.620691884661694E-6	0.0016646556029281732	JVD157_R2_rmphix_fastqc
50-54	0.005438794510033063	1.129310636890682E-4	9.655174910821098E-4	8.620691884661694E-6	0.0018534487552022642	JVD157_R2_rmphix_fastqc
55-59	0.00655344997071982	1.2068968638526373E-4	0.001073276139640381	8.620691884661694E-6	0.0020318970772147615	JVD157_R2_rmphix_fastqc
60-64	0.007828450300461285	1.2758623989299307E-4	0.0011931037568371785	8.620691884661694E-6	0.002204310914907995	JVD157_R2_rmphix_fastqc
65-69	0.009080174762114162	1.4051727771998562E-4	0.0013517244875149536	8.620691884661694E-6	0.0024258626963438007	JVD157_R2_rmphix_fastqc
70-74	0.010438795803136846	1.637931458085722E-4	0.0014465520982462322	8.620691884661694E-6	0.0026301730940102826	JVD157_R2_rmphix_fastqc
75-79	0.011875865140309949	1.8965522146255728E-4	0.0015094831490042628	8.620691884661694E-6	0.002824138661415171	JVD157_R2_rmphix_fastqc
80-84	0.013295693093713732	2.03448328478016E-4	0.001607759036489406	8.620691884661694E-6	0.0030017249142392016	JVD157_R2_rmphix_fastqc
85-89	0.01463276240502476	2.120690203626777E-4	0.0017077590623514817	8.620691884661694E-6	0.0031370697768283904	JVD157_R2_rmphix_fastqc
90-94	0.01598534896172818	2.172414354934747E-4	0.0018017246038942944	8.620691884661694E-6	0.003331035344233278	JVD157_R2_rmphix_fastqc
95-99	0.017253452737961916	2.2758626575506875E-4	0.0019258625670334224	8.620691884661694E-6	0.00350172504354958	JVD157_R2_rmphix_fastqc
100-104	0.018370694406214073	2.4568971871285827E-4	0.001998276378864581	8.620691884661694E-6	0.003640518182892634	JVD157_R2_rmphix_fastqc
105-109	0.019542246433339596	2.49137995466723E-4	0.0020724143290726713	8.620691884661694E-6	0.003812932020585867	JVD157_R2_rmphix_fastqc
110-114	0.020631039818372367	2.560345489744523E-4	0.0021758626316886113	8.620691884661694E-6	0.003977587235582906	JVD157_R2_rmphix_fastqc
115-119	0.021732764241232133	2.637931716706478E-4	0.0023068971483354694	1.0344830261594032E-5	0.004146552796522275	JVD157_R2_rmphix_fastqc
120-124	0.02225948851538496	2.715517943668434E-4	0.0023991385515013492	1.293103782699254E-5	0.004348276986623359	JVD157_R2_rmphix_fastqc
125-129	0.022508626510851684	2.870690397592344E-4	0.002498276508174959	1.4655176203924879E-5	0.004512070132431931	JVD157_R2_rmphix_fastqc
130-134	0.02275086795281068	2.9310352407849763E-4	0.002600862741602433	1.7241383769323388E-5	0.0047215529452292095	JVD157_R2_rmphix_fastqc
135-139	0.02314224736437432	2.956897316438961E-4	0.0026887937988259824	1.7241383769323388E-5	0.004919828858576428	JVD157_R2_rmphix_fastqc
140	0.023370695699317854	3.017242159631593E-4	0.0027155179436684335	1.7241383769323388E-5	0.005025863368757768	JVD157_R2_rmphix_fastqc
1	3.824458319260522E-5	0.0	2.8683437394453914E-5	0.0	1.4341718697226957E-5	JVD159_R1_rmphix_fastqc
2	4.302515609168087E-5	0.0	4.780572899075652E-5	0.0	4.302515609168087E-5	JVD159_R1_rmphix_fastqc
3	4.302515609168087E-5	0.0	6.214744768798349E-5	0.0	7.170859348613479E-5	JVD159_R1_rmphix_fastqc
4	4.780572899075652E-5	0.0	7.170859348613479E-5	0.0	1.1951432247689131E-4	JVD159_R1_rmphix_fastqc
5	4.780572899075652E-5	0.0	7.648916638521044E-5	0.0	1.481977598713452E-4	JVD159_R1_rmphix_fastqc
6	5.736687478890783E-5	4.780572899075652E-6	7.648916638521044E-5	9.561145798151305E-6	1.8166177016487478E-4	JVD159_R1_rmphix_fastqc
7	8.605031218336174E-5	4.780572899075652E-6	9.083088508243739E-5	9.561145798151305E-6	2.3424807205470695E-4	JVD159_R1_rmphix_fastqc
8	9.035282779252982E-4	4.780572899075652E-6	1.3385604117411827E-4	9.561145798151305E-6	2.6771208234823655E-4	JVD159_R1_rmphix_fastqc
9	9.226505695216009E-4	9.561145798151305E-6	1.6253947856857218E-4	9.561145798151305E-6	3.1551781133899303E-4	JVD159_R1_rmphix_fastqc
10-14	0.001193230995609283	1.2429489537596697E-5	1.845301139043202E-4	9.561145798151305E-6	4.24514873437918E-4	JVD159_R1_rmphix_fastqc
15-19	0.0012276511204826275	1.8166177016487482E-5	2.141696658785892E-4	9.561145798151305E-6	6.23386706039465E-4	JVD159_R1_rmphix_fastqc
20-24	0.0012668518182550477	2.4858979075193394E-5	2.6388762402897604E-4	1.1473374957781566E-5	7.897506429272979E-4	JVD159_R1_rmphix_fastqc
25-29	0.0013385604117411825	3.728846861279009E-5	3.1647392591880816E-4	1.4341718697226957E-5	9.647196110334667E-4	JVD159_R1_rmphix_fastqc
30-34	0.0015804574004344106	4.2069041511865736E-5	4.2642710259754824E-4	1.4341718697226957E-5	0.0011014439959470303	JVD159_R1_rmphix_fastqc
35-39	0.0017602069414396552	5.0674072730201916E-5	5.277752480579521E-4	1.4341718697226957E-5	0.00124677341207893	JVD159_R1_rmphix_fastqc
40-44	0.001971508263578799	5.64107602090927E-5	6.023521852835322E-4	1.4341718697226957E-5	0.0013940150573704601	JVD159_R1_rmphix_fastqc
45-49	0.002331963460169103	5.736687478890783E-5	6.970075286852302E-4	1.4341718697226957E-5	0.0015364761297629148	JVD159_R1_rmphix_fastqc
50-54	0.002781337312682215	5.736687478890783E-5	7.945312158263735E-4	1.4341718697226957E-5	0.001694235035432411	JVD159_R1_rmphix_fastqc
55-59	0.0033836894979657473	5.736687478890783E-5	8.499858614556509E-4	1.4341718697226957E-5	0.001891194638874328	JVD159_R1_rmphix_fastqc
60-64	0.004188737974170087	5.736687478890783E-5	9.31255600739937E-4	1.4341718697226957E-5	0.002038436284165858	JVD159_R1_rmphix_fastqc
65-69	0.0049966547941138716	6.5971906007244E-5	0.0010383404336792316	1.4341718697226957E-5	0.0022267908563894387	JVD159_R1_rmphix_fastqc
70-74	0.005960418290567523	8.222585386410122E-5	0.0011263029750222236	1.4341718697226957E-5	0.0023950670224369016	JVD159_R1_rmphix_fastqc
75-79	0.00710010686970716	8.987477050262225E-5	0.0011922748810294678	1.4341718697226957E-5	0.002555694271845844	JVD159_R1_rmphix_fastqc
80-84	0.008315328500652188	9.178699966225252E-5	0.001253466214137636	1.4341718697226957E-5	0.0026579985318860625	JVD159_R1_rmphix_fastqc
85-89	0.009531506246177036	1.1951432247689132E-4	0.0013251748076237707	1.4341718697226957E-5	0.0028243624687738955	JVD159_R1_rmphix_fastqc
90-94	0.010750552335441328	1.3672438491356366E-4	0.0014102690052273173	1.4341718697226957E-5	0.002961086853687459	JVD159_R1_rmphix_fastqc
95-99	0.011923704924874493	1.4819775987134524E-4	0.00150205600488957	1.4341718697226957E-5	0.0030700839157863837	JVD159_R1_rmphix_fastqc
100-104	0.012962045358553725	1.5871502024931164E-4	0.0015517739630399568	1.4341718697226957E-5	0.003209676644439393	JVD159_R1_rmphix_fastqc
105-109	0.013707814730809526	1.6445170772820243E-4	0.001655034337659991	1.4341718697226957E-5	0.003356918289730923	JVD159_R1_rmphix_fastqc
110-114	0.014198301510254687	1.7688119726579914E-4	0.0017821975767754032	1.4341718697226957E-5	0.00348694987258578	JVD159_R1_rmphix_fastqc
115-119	0.014442110728107546	1.8070565558505968E-4	0.00186729177437895	1.4341718697226957E-5	0.0036370598616167565	JVD159_R1_rmphix_fastqc
120-124	0.014575010654701851	1.8739845764376557E-4	0.0019303953366467484	1.4341718697226957E-5	0.003766135329891799	JVD159_R1_rmphix_fastqc
125-129	0.014752847966547463	1.940912597024715E-4	0.001974376607318244	1.4341718697226957E-5	0.003942060412577783	JVD159_R1_rmphix_fastqc
130-134	0.014999525528139768	2.036524055006228E-4	0.0020489535445438246	1.4341718697226957E-5	0.004095038745348204	JVD159_R1_rmphix_fastqc
135-139	0.015367629641368594	2.1799412419784976E-4	0.0021168376797106986	1.4341718697226957E-5	0.004218377526144355	JVD159_R1_rmphix_fastqc
140	0.015579887078087551	2.2468692625655565E-4	0.002146477231684968	1.4341718697226957E-5	0.004278612744672709	JVD159_R1_rmphix_fastqc
1	5.736687478890783E-5	0.0	4.780572899075652E-6	0.0	1.912229159630261E-5	JVD159_R2_rmphix_fastqc
2	6.214744768798349E-5	0.0	1.4341718697226957E-5	0.0	3.346401029352957E-5	JVD159_R2_rmphix_fastqc
3	6.214744768798349E-5	0.0	1.912229159630261E-5	0.0	4.302515609168087E-5	JVD159_R2_rmphix_fastqc
4	6.692802058705914E-5	0.0	2.8683437394453914E-5	0.0	6.692802058705914E-5	JVD159_R2_rmphix_fastqc
