Position	Illumina_Universal_Adapter	Illumina_Small_RNA_3_Adapter	Illumina_Small_RNA_5_Adapter	Nextera_Transposase_Sequence	SOLID_Small_RNA_Adapter	Library
70-74	0.004206409486061253	2.7125870421312637E-4	0.0012537167001447018	3.875124345901805E-5	0.0027019494458876115	FJVN100_R2_rmphix_fastqc
75-79	0.0049069711815360505	2.902544117910764E-4	0.0013160226210003779	4.2550384974608064E-5	0.00283947836875197	FJVN100_R2_rmphix_fastqc
80-84	0.005618930301557618	3.168484024002064E-4	0.0013859268248872338	4.5589698187080063E-5	0.003036273899259532	FJVN100_R2_rmphix_fastqc
85-89	0.006276181783754689	3.2672617034074043E-4	0.001465708796714624	4.5589698187080063E-5	0.0032573839354668706	FJVN100_R2_rmphix_fastqc
90-94	0.006916717043283163	3.578791307685785E-4	0.001549289910057604	4.786918309643406E-5	0.003469376032036793	FJVN100_R2_rmphix_fastqc
95-99	0.007551933504689813	3.8371329307459047E-4	0.0016260325686725222	5.3187981218260076E-5	0.0037041629777002554	FJVN100_R2_rmphix_fastqc
100-104	0.008197787562340113	4.065081421681306E-4	0.0017073341971061483	6.0026435946322076E-5	0.003883482457236103	FJVN100_R2_rmphix_fastqc
105-109	0.008804130548228277	4.1410642519931057E-4	0.0017817973708117122	6.078626424944008E-5	0.004080277987743666	FJVN100_R2_rmphix_fastqc
110-114	0.009458342717212877	4.2930299126167057E-4	0.0018479024331829786	6.382557746191209E-5	0.004286951286191762	FJVN100_R2_rmphix_fastqc
115-119	0.009912720042477442	4.361414459897326E-4	0.0019140074955542447	6.458540576503009E-5	0.00450046303936792	FJVN100_R2_rmphix_fastqc
120-124	0.010150546301353376	4.505781837489746E-4	0.0019793527296223926	6.990420388685609E-5	0.0047215730755752585	FJVN100_R2_rmphix_fastqc
125-129	0.01031998801294869	4.543773252645646E-4	0.0020629338429653727	7.75024869180361E-5	0.00492216774759841	FJVN100_R2_rmphix_fastqc
130-134	0.010476512643390997	4.657747498113347E-4	0.002141955986489645	8.358111334298011E-5	0.005112124823377911	FJVN100_R2_rmphix_fastqc
135-139	0.010686985083354686	4.718533762362786E-4	0.002202742250739085	8.738025485857011E-5	0.00529524344442935	FJVN100_R2_rmphix_fastqc
140	0.010842749885493875	4.748926894487506E-4	0.002256690060260463	8.738025485857011E-5	0.005390981810622217	FJVN100_R2_rmphix_fastqc
1	0.0	0.0	2.3333533612830177E-5	0.0	5.055598949446538E-5	FJVN101_R1_rmphix_fastqc
2	0.0	3.8889222688050295E-6	3.5000300419245264E-5	0.0	5.8333834032075444E-5	FJVN101_R1_rmphix_fastqc
3	0.0	7.777844537610059E-6	5.444491176327041E-5	0.0	1.1277874579534586E-4	FJVN101_R1_rmphix_fastqc
4	0.0	7.777844537610059E-6	6.222275630088047E-5	0.0	2.1000180251547158E-4	FJVN101_R1_rmphix_fastqc
5	0.0	7.777844537610059E-6	7.777844537610058E-5	0.0	2.4111318066591183E-4	FJVN101_R1_rmphix_fastqc
6	3.8889222688050295E-6	7.777844537610059E-6	1.0111197898893076E-4	0.0	2.800024033539621E-4	FJVN101_R1_rmphix_fastqc
7	3.8889222688050295E-6	1.9444611344025146E-5	1.1666766806415089E-4	0.0	3.2278054831081743E-4	FJVN101_R1_rmphix_fastqc
8	7.777844537610059E-6	2.7222455881635205E-5	1.2833443487056598E-4	0.0	3.577808487300627E-4	FJVN101_R1_rmphix_fastqc
9	7.777844537610059E-6	2.7222455881635205E-5	1.4000120167698105E-4	0.0	3.7333653780528283E-4	FJVN101_R1_rmphix_fastqc
10-14	2.566688697411319E-5	4.1222576049333315E-5	2.0377952688538354E-4	0.0	5.086710327596979E-4	FJVN101_R1_rmphix_fastqc
15-19	4.2000360503094314E-5	7.233395419977356E-5	3.0955821259688035E-4	0.0	6.681168457807041E-4	FJVN101_R1_rmphix_fastqc
20-24	5.600048067079242E-5	1.1122317688782384E-4	3.8811444242674195E-4	3.1111378150440235E-6	8.726741571198487E-4	FJVN101_R1_rmphix_fastqc
25-29	1.454456928533081E-4	1.2522329705552196E-4	4.4955941427386145E-4	7.777844537610059E-6	0.0011060094932481505	FJVN101_R1_rmphix_fastqc
30-34	3.0255815251303126E-4	1.446679083995471E-4	5.1800444620483E-4	7.777844537610059E-6	0.0013059000978647287	FJVN101_R1_rmphix_fastqc
35-39	6.307831920001757E-4	1.7033479537366028E-4	5.778938491444273E-4	7.777844537610059E-6	0.0015244575293715714	FJVN101_R1_rmphix_fastqc
40-44	0.0010375644613171819	2.0222395797786153E-4	6.463388810753959E-4	7.777844537610059E-6	0.0017235703495343889	FJVN101_R1_rmphix_fastqc
45-49	0.0016504586108808546	2.63668929824981E-4	7.233395419977355E-4	9.33341344513207E-6	0.0019289054453272946	FJVN101_R1_rmphix_fastqc
50-54	0.0023955761175838983	3.0178036805927026E-4	8.096736163652071E-4	1.7889042436503135E-5	0.002100018025154716	FJVN101_R1_rmphix_fastqc
55-59	0.0031585826667234447	3.297806083946665E-4	9.20896793253031E-4	2.255574915906917E-5	0.0022687972516208543	FJVN101_R1_rmphix_fastqc
60-64	0.003983811972163872	3.4144737520108156E-4	0.0010204532033344397	2.566688697411319E-5	0.002523132768000703	FJVN101_R1_rmphix_fastqc
65-69	0.00487904187844279	3.7489210671280487E-4	0.0010966760798030183	2.72224558816352E-5	0.0027525791818602	FJVN101_R1_rmphix_fastqc
70-74	0.005828716696484978	3.8967001133426393E-4	0.0011464542848437227	2.8778024789157212E-5	0.002934580744040275	FJVN101_R1_rmphix_fastqc
75-79	0.006813391814946411	4.03670131501962E-4	0.0012211215924047795	3.1111378150440236E-5	0.003125137935211722	FJVN101_R1_rmphix_fastqc
80-84	0.0077591777107197946	4.184480361234212E-4	0.0013144557268561	3.1111378150440236E-5	0.003298583868400426	FJVN101_R1_rmphix_fastqc
85-89	0.008704963606493178	4.4333713864377336E-4	0.0013969008789547666	3.422251596548426E-5	0.00350236339528581	FJVN101_R1_rmphix_fastqc
90-94	0.009691972078315894	4.5500390545018845E-4	0.0014871238755910432	3.5000300419245264E-5	0.003668031483936904	FJVN101_R1_rmphix_fastqc
95-99	0.0105156458148488	4.7289294788669154E-4	0.0015540133386144899	3.5000300419245264E-5	0.003876477717544853	FJVN101_R1_rmphix_fastqc
100-104	0.01116431804928548	5.008931882220878E-4	0.0016162360949153701	3.733365378052828E-5	0.004037479099473382	FJVN101_R1_rmphix_fastqc
105-109	0.011623210877004473	5.218933684736349E-4	0.0016940145402914708	4.2778144956855326E-5	0.004258369884341507	FJVN101_R1_rmphix_fastqc
110-114	0.011954547054306663	5.491158243552701E-4	0.0017671262789450055	4.2778144956855326E-5	0.004468371686856979	FJVN101_R1_rmphix_fastqc
115-119	0.012204215863963943	5.724493579681003E-4	0.0018690160423876973	4.6667067225660354E-5	0.0046713734292886016	FJVN101_R1_rmphix_fastqc
120-124	0.01236521724589247	5.988940293959746E-4	0.0019545723323014077	5.44449117632704E-5	0.004812152415419343	FJVN101_R1_rmphix_fastqc
125-129	0.012516885214375866	6.253387008238488E-4	0.0020432397600301626	5.44449117632704E-5	0.004992598408691897	FJVN101_R1_rmphix_fastqc
130-134	0.012669330967313023	6.463388810753959E-4	0.002123351558767546	5.8333834032075444E-5	0.005146599730536576	FJVN101_R1_rmphix_fastqc
135-139	0.012855221451761906	6.70450199141987E-4	0.0021910188062447536	6.144497184711947E-5	0.005292823207843645	FJVN101_R1_rmphix_fastqc
140	0.012957888999658359	6.805613970408802E-4	0.002228352460025282	6.222275630088047E-5	0.0053978241091013806	FJVN101_R1_rmphix_fastqc
1	0.0	0.0	1.9444611344025146E-5	0.0	4.2778144956855326E-5	FJVN101_R2_rmphix_fastqc
2	3.8889222688050295E-6	3.8889222688050295E-6	7.000060083849053E-5	7.777844537610059E-6	7.000060083849053E-5	FJVN101_R2_rmphix_fastqc
3	3.8889222688050295E-6	1.1666766806415088E-5	8.944521218251568E-5	7.777844537610059E-6	1.0500090125773579E-4	FJVN101_R2_rmphix_fastqc
4	3.8889222688050295E-6	1.1666766806415088E-5	1.0111197898893076E-4	7.777844537610059E-6	1.32223357139371E-4	FJVN101_R2_rmphix_fastqc
5	3.8889222688050295E-6	2.3333533612830177E-5	1.2055659033295592E-4	7.777844537610059E-6	1.6722365755861626E-4	FJVN101_R2_rmphix_fastqc
6	7.777844537610059E-6	2.7222455881635205E-5	1.2833443487056598E-4	7.777844537610059E-6	2.0611288024666657E-4	FJVN101_R2_rmphix_fastqc
7	7.777844537610059E-6	3.1111378150440236E-5	1.594458130210062E-4	7.777844537610059E-6	2.488910252035219E-4	FJVN101_R2_rmphix_fastqc
8	7.777844537610059E-6	3.1111378150440236E-5	1.6333473528981125E-4	7.777844537610059E-6	3.033359369667923E-4	FJVN101_R2_rmphix_fastqc
9	7.777844537610059E-6	3.888922268805029E-5	1.711125798274213E-4	7.777844537610059E-6	3.5000300419245264E-4	FJVN101_R2_rmphix_fastqc
10-14	1.477790462145911E-5	5.8333834032075444E-5	1.952238978940125E-4	9.33341344513207E-6	5.172266617510691E-4	FJVN101_R2_rmphix_fastqc
15-19	3.500030041924527E-5	8.011179873738361E-5	2.61335576463698E-4	1.9444611344025146E-5	7.334507398966284E-4	FJVN101_R2_rmphix_fastqc
20-24	5.055598949446538E-5	1.1044539243406284E-4	3.5078078864621363E-4	2.3333533612830177E-5	9.683416449324524E-4	FJVN101_R2_rmphix_fastqc
25-29	1.1277874579534585E-4	1.29890003778088E-4	4.215591739384652E-4	2.800024033539621E-5	0.0012063436877833202	FJVN101_R2_rmphix_fastqc
30-34	2.5044659411104387E-4	1.6022359747476723E-4	4.744485167942136E-4	3.1111378150440236E-5	0.001435790101642817	FJVN101_R2_rmphix_fastqc
35-39	5.22671152927396E-4	1.8977940671768544E-4	5.802272025057104E-4	3.1111378150440236E-5	0.0016543475331496596	FJVN101_R2_rmphix_fastqc
40-44	8.796742172036976E-4	2.1777964705308166E-4	6.696724146882261E-4	3.5000300419245264E-5	0.0018752383180177848	FJVN101_R2_rmphix_fastqc
45-49	0.0014116787835762258	2.3100198276701874E-4	7.311173865353455E-4	3.733365378052828E-5	0.002138129463389005	FJVN101_R2_rmphix_fastqc
50-54	0.001975572512552955	2.504465941110439E-4	7.90229005021182E-4	3.888922268805029E-5	0.0023722425839710682	FJVN101_R2_rmphix_fastqc
55-59	0.002614911333544502	2.6600228318626404E-4	8.921187684638737E-4	3.888922268805029E-5	0.0025822443864865394	FJVN101_R2_rmphix_fastqc
60-64	0.0032208054230243254	2.854468945302891E-4	0.0010080086520742634	3.96670071418113E-5	0.0027899128356407283	FJVN101_R2_rmphix_fastqc
65-69	0.0038826999931749415	3.064470747818363E-4	0.0011176762600545655	4.2778144956855326E-5	0.0029835811646272184	FJVN101_R2_rmphix_fastqc
70-74	0.004664373369204752	3.188916260420124E-4	0.0012016769810607542	4.2778144956855326E-5	0.0031982496738652564	FJVN101_R2_rmphix_fastqc
75-79	0.0055020472259053555	3.4689186637740867E-4	0.0012685664440842005	4.511149831813834E-5	0.003423029381002187	FJVN101_R2_rmphix_fastqc
80-84	0.00626272042168362	3.741143222590438E-4	0.0013354559071076474	4.6667067225660354E-5	0.003573141780578061	FJVN101_R2_rmphix_fastqc
85-89	0.006965059783429807	3.95114502510591E-4	0.0014163454902987916	4.6667067225660354E-5	0.0037621434028419854	FJVN101_R2_rmphix_fastqc
90-94	0.007667399145175996	4.1533689830837716E-4	0.0014879016600448042	4.6667067225660354E-5	0.0039884786788864385	FJVN101_R2_rmphix_fastqc
95-99	0.008326182577511568	4.3867043192120735E-4	0.001574235734412276	4.6667067225660354E-5	0.0042233695839222615	FJVN101_R2_rmphix_fastqc
100-104	0.009070522299760853	4.542261209964274E-4	0.0016193472327304143	4.900042058694338E-5	0.0044193712662700365	FJVN101_R2_rmphix_fastqc
105-109	0.009762750463608146	4.713373789791696E-4	0.0016955701091989927	5.055598949446538E-5	0.0046270397154242245	FJVN101_R2_rmphix_fastqc
110-114	0.010358533355189077	4.806707924243017E-4	0.0017484594520547412	5.055598949446538E-5	0.004827708104494564	FJVN101_R2_rmphix_fastqc
115-119	0.010876537801393906	5.17226661751069E-4	0.0018137933461706657	5.3667127309509404E-5	0.005025265355749859	FJVN101_R2_rmphix_fastqc
120-124	0.011162762480377956	5.491158243552702E-4	0.0018915717915467666	5.44449117632704E-5	0.005225933744820199	FJVN101_R2_rmphix_fastqc
125-129	0.011302763682054939	5.654492978842513E-4	0.001957683470116452	5.44449117632704E-5	0.005425046564983016	FJVN101_R2_rmphix_fastqc
130-134	0.011491765304318863	5.802272025057103E-4	0.0020354619154925526	5.44449117632704E-5	0.005600825851533003	FJVN101_R2_rmphix_fastqc
135-139	0.011694767046750484	5.981162449422135E-4	0.002091462396163345	5.44449117632704E-5	0.005845827954467721	FJVN101_R2_rmphix_fastqc
140	0.011833990463973704	6.105607962023896E-4	0.0021272404810363512	5.444491176327041E-5	0.005996718138497356	FJVN101_R2_rmphix_fastqc
1	6.976896704253535E-6	0.0	2.441913846488737E-5	0.0	4.883827692977474E-5	FJVN102_R1_rmphix_fastqc
2	1.0465345056380303E-5	1.395379340850707E-5	3.837293187339444E-5	0.0	6.279207033828181E-5	FJVN102_R1_rmphix_fastqc
3	1.0465345056380303E-5	1.7442241760633838E-5	4.186138022552121E-5	0.0	9.418810550742272E-5	FJVN102_R1_rmphix_fastqc
4	1.7442241760633838E-5	1.7442241760633838E-5	5.581517363402828E-5	0.0	1.4302638243719745E-4	FJVN102_R1_rmphix_fastqc
5	1.7442241760633838E-5	2.0930690112760606E-5	6.279207033828181E-5	0.0	1.7442241760633838E-4	FJVN102_R1_rmphix_fastqc
6	1.7442241760633838E-5	2.441913846488737E-5	7.325741539466212E-5	3.4884483521267674E-6	2.1977224618398636E-4	FJVN102_R1_rmphix_fastqc
7	2.0930690112760606E-5	2.441913846488737E-5	7.325741539466212E-5	6.976896704253535E-6	2.5116828135312723E-4	FJVN102_R1_rmphix_fastqc
8	2.0930690112760606E-5	2.441913846488737E-5	8.372276045104242E-5	6.976896704253535E-6	2.790758681701414E-4	FJVN102_R1_rmphix_fastqc
9	2.0930690112760606E-5	2.790758681701414E-5	1.0116500221167626E-4	1.0465345056380303E-5	3.348910418041697E-4	FJVN102_R1_rmphix_fastqc
10-14	3.418679385084232E-5	4.04660008846705E-5	1.5070096881187635E-4	1.3256103738081716E-5	4.472190787426516E-4	FJVN102_R1_rmphix_fastqc
15-19	5.3024414952326866E-5	4.7442897588924035E-5	2.2674914288823986E-4	1.6046862419783132E-5	6.697820836083394E-4	FJVN102_R1_rmphix_fastqc
20-24	7.535048440593817E-5	6.00013116565804E-5	3.2791414509991614E-4	1.813993143105919E-5	8.553675359414834E-4	FJVN102_R1_rmphix_fastqc
25-29	1.4023562375549604E-4	7.255972572423676E-5	3.9279928444947395E-4	2.581451780573808E-5	0.001040255298604202	FJVN102_R1_rmphix_fastqc
30-34	2.504705916827019E-4	8.651351913274384E-5	4.8070818292306856E-4	3.348910418041697E-5	0.0012083985091767121	FJVN102_R1_rmphix_fastqc
35-39	4.4024218203839806E-4	1.0116500221167626E-4	5.846639438164462E-4	4.186138022552121E-5	0.0014197984793155945	FJVN102_R1_rmphix_fastqc
40-44	7.395510506508746E-4	1.2558414067656364E-4	6.704797732787647E-4	4.5349828577647977E-5	0.0016416637945108566	FJVN102_R1_rmphix_fastqc
45-49	0.0011490948871905574	1.437240721076228E-4	7.521094647185311E-4	4.883827692977475E-5	0.0018125977637650683	FJVN102_R1_rmphix_fastqc
50-54	0.001601197793626186	1.5977093452740595E-4	8.490883289076552E-4	4.883827692977475E-5	0.001987717871041832	FJVN102_R1_rmphix_fastqc
55-59	0.002097952838969038	1.7512010727676374E-4	9.474625724376301E-4	4.883827692977475E-5	0.002188652496124334	FJVN102_R1_rmphix_fastqc
60-64	0.002630987747174008	1.8558545233314402E-4	0.0010346737812407991	5.0233656270625454E-5	0.002374237948457478	FJVN102_R1_rmphix_fastqc
65-69	0.003248443105500446	2.0093462508250182E-4	0.001109326575976312	5.2326725281901506E-5	0.0025549395730976444	FJVN102_R1_rmphix_fastqc
70-74	0.0038526423600888015	2.1767917717271031E-4	0.00119374702609778	5.2326725281901506E-5	0.0027391296460899375	FJVN102_R1_rmphix_fastqc
75-79	0.00456009968590011	2.2884221189951596E-4	0.001249562199731808	5.2326725281901506E-5	0.002947041167876693	FJVN102_R1_rmphix_fastqc
80-84	0.005213137217418241	2.3791217761504556E-4	0.0012997958560024335	5.2326725281901506E-5	0.0031423942755957925	FJVN102_R1_rmphix_fastqc
85-89	0.0058717562662997744	2.567497987165301E-4	0.0013625879263407155	5.2326725281901506E-5	0.00333495662463319	FJVN102_R1_rmphix_fastqc
90-94	0.006674099387288931	2.811689371814175E-4	0.001428868445031124	5.2326725281901506E-5	0.0034828668347633646	FJVN102_R1_rmphix_fastqc
95-99	0.007320160022102809	3.048903859758795E-4	0.0014749159632791973	5.860593231572969E-5	0.0036572892523697026	FJVN102_R1_rmphix_fastqc
100-104	0.00774784379007355	3.2512338641821467E-4	0.0015530572063668369	6.558282901998323E-5	0.003844967773714123	FJVN102_R1_rmphix_fastqc
105-109	0.008058315693412832	3.411702488379978E-4	0.001622128483738947	6.976896704253535E-5	0.004004041018571105	FJVN102_R1_rmphix_fastqc
110-114	0.008277390249926393	3.5582173191693026E-4	0.001699572037156161	7.255972572423675E-5	0.004181254194859143	FJVN102_R1_rmphix_fastqc
115-119	0.008455998805555285	3.7605473235926553E-4	0.001770736383539547	7.325741539466212E-5	0.004334745922352721	FJVN102_R1_rmphix_fastqc
120-124	0.00857669911853887	4.0117156049457824E-4	0.00184538917827506	7.325741539466212E-5	0.004514749857322463	FJVN102_R1_rmphix_fastqc
125-129	0.00867298029305757	4.2349762994818953E-4	0.0019144604556471702	7.953662242849029E-5	0.004703823758007733	FJVN102_R1_rmphix_fastqc
130-134	0.008803448261427111	4.3466066467499524E-4	0.0019960901470869362	8.372276045104242E-5	0.004830803278025148	FJVN102_R1_rmphix_fastqc
135-139	0.008982056817056	4.5489366511733046E-4	0.0020651614244590463	8.372276045104242E-5	0.004993364971234255	FJVN102_R1_rmphix_fastqc
140	0.009087407957290228	4.6745207918498684E-4	0.002100045907980314	8.372276045104242E-5	0.005114065284217841	FJVN102_R1_rmphix_fastqc
1	6.976896704253535E-6	3.4884483521267674E-6	2.0930690112760606E-5	0.0	1.7442241760633838E-5	FJVN102_R2_rmphix_fastqc
2	6.976896704253535E-6	3.4884483521267674E-6	3.837293187339444E-5	0.0	3.837293187339444E-5	FJVN102_R2_rmphix_fastqc
3	1.7442241760633838E-5	6.976896704253535E-6	5.930362198615505E-5	0.0	6.628051869040859E-5	FJVN102_R2_rmphix_fastqc
4	1.7442241760633838E-5	1.7442241760633838E-5	6.976896704253535E-5	0.0	1.0814189891592979E-4	FJVN102_R2_rmphix_fastqc
