GC_Content	Count	Library
61	870780.5	FJVN101_R2_rmphix_fastqc
62	960492.0	FJVN101_R2_rmphix_fastqc
63	1051698.5	FJVN101_R2_rmphix_fastqc
64	1140199.5	FJVN101_R2_rmphix_fastqc
65	1223279.0	FJVN101_R2_rmphix_fastqc
66	1295518.0	FJVN101_R2_rmphix_fastqc
67	1347521.5	FJVN101_R2_rmphix_fastqc
68	1372798.5	FJVN101_R2_rmphix_fastqc
69	1367822.5	FJVN101_R2_rmphix_fastqc
70	1329769.0	FJVN101_R2_rmphix_fastqc
71	1258216.0	FJVN101_R2_rmphix_fastqc
72	1155498.0	FJVN101_R2_rmphix_fastqc
73	1029204.0	FJVN101_R2_rmphix_fastqc
74	888237.0	FJVN101_R2_rmphix_fastqc
75	739680.0	FJVN101_R2_rmphix_fastqc
76	595940.0	FJVN101_R2_rmphix_fastqc
77	464893.5	FJVN101_R2_rmphix_fastqc
78	348734.5	FJVN101_R2_rmphix_fastqc
79	251557.5	FJVN101_R2_rmphix_fastqc
80	176111.0	FJVN101_R2_rmphix_fastqc
81	119761.0	FJVN101_R2_rmphix_fastqc
82	78601.0	FJVN101_R2_rmphix_fastqc
83	50104.5	FJVN101_R2_rmphix_fastqc
84	30894.5	FJVN101_R2_rmphix_fastqc
85	18597.0	FJVN101_R2_rmphix_fastqc
86	10947.5	FJVN101_R2_rmphix_fastqc
87	6372.0	FJVN101_R2_rmphix_fastqc
88	3588.0	FJVN101_R2_rmphix_fastqc
89	1938.0	FJVN101_R2_rmphix_fastqc
90	1085.0	FJVN101_R2_rmphix_fastqc
91	596.0	FJVN101_R2_rmphix_fastqc
92	277.5	FJVN101_R2_rmphix_fastqc
93	134.0	FJVN101_R2_rmphix_fastqc
94	70.0	FJVN101_R2_rmphix_fastqc
95	43.5	FJVN101_R2_rmphix_fastqc
96	24.5	FJVN101_R2_rmphix_fastqc
97	14.5	FJVN101_R2_rmphix_fastqc
98	13.5	FJVN101_R2_rmphix_fastqc
99	1009.5	FJVN101_R2_rmphix_fastqc
100	3642.0	FJVN101_R2_rmphix_fastqc
0	57.0	FJVN102_R1_rmphix_fastqc
1	50.5	FJVN102_R1_rmphix_fastqc
2	47.5	FJVN102_R1_rmphix_fastqc
3	54.5	FJVN102_R1_rmphix_fastqc
4	77.5	FJVN102_R1_rmphix_fastqc
5	114.0	FJVN102_R1_rmphix_fastqc
6	154.5	FJVN102_R1_rmphix_fastqc
7	200.5	FJVN102_R1_rmphix_fastqc
8	267.5	FJVN102_R1_rmphix_fastqc
9	342.0	FJVN102_R1_rmphix_fastqc
10	433.5	FJVN102_R1_rmphix_fastqc
11	554.5	FJVN102_R1_rmphix_fastqc
12	697.5	FJVN102_R1_rmphix_fastqc
13	857.0	FJVN102_R1_rmphix_fastqc
14	1034.0	FJVN102_R1_rmphix_fastqc
15	1265.5	FJVN102_R1_rmphix_fastqc
16	1540.5	FJVN102_R1_rmphix_fastqc
17	1852.0	FJVN102_R1_rmphix_fastqc
18	2228.5	FJVN102_R1_rmphix_fastqc
19	2768.5	FJVN102_R1_rmphix_fastqc
20	3391.0	FJVN102_R1_rmphix_fastqc
21	4110.0	FJVN102_R1_rmphix_fastqc
22	4938.5	FJVN102_R1_rmphix_fastqc
23	6123.0	FJVN102_R1_rmphix_fastqc
24	7486.5	FJVN102_R1_rmphix_fastqc
25	8900.5	FJVN102_R1_rmphix_fastqc
26	10815.0	FJVN102_R1_rmphix_fastqc
27	13141.0	FJVN102_R1_rmphix_fastqc
28	15721.5	FJVN102_R1_rmphix_fastqc
29	18712.5	FJVN102_R1_rmphix_fastqc
30	21964.5	FJVN102_R1_rmphix_fastqc
31	25675.5	FJVN102_R1_rmphix_fastqc
32	29845.5	FJVN102_R1_rmphix_fastqc
33	34277.0	FJVN102_R1_rmphix_fastqc
34	39570.5	FJVN102_R1_rmphix_fastqc
35	45664.0	FJVN102_R1_rmphix_fastqc
36	52152.5	FJVN102_R1_rmphix_fastqc
37	59160.5	FJVN102_R1_rmphix_fastqc
38	66942.0	FJVN102_R1_rmphix_fastqc
39	75252.5	FJVN102_R1_rmphix_fastqc
40	84306.5	FJVN102_R1_rmphix_fastqc
41	94815.0	FJVN102_R1_rmphix_fastqc
42	106677.5	FJVN102_R1_rmphix_fastqc
43	119528.0	FJVN102_R1_rmphix_fastqc
44	133869.5	FJVN102_R1_rmphix_fastqc
45	149555.5	FJVN102_R1_rmphix_fastqc
46	167418.0	FJVN102_R1_rmphix_fastqc
47	188586.0	FJVN102_R1_rmphix_fastqc
48	212473.5	FJVN102_R1_rmphix_fastqc
49	239181.5	FJVN102_R1_rmphix_fastqc
50	268968.5	FJVN102_R1_rmphix_fastqc
51	301950.5	FJVN102_R1_rmphix_fastqc
52	339578.5	FJVN102_R1_rmphix_fastqc
53	382308.0	FJVN102_R1_rmphix_fastqc
54	429736.5	FJVN102_R1_rmphix_fastqc
55	483237.0	FJVN102_R1_rmphix_fastqc
56	544011.0	FJVN102_R1_rmphix_fastqc
57	611354.0	FJVN102_R1_rmphix_fastqc
58	684896.5	FJVN102_R1_rmphix_fastqc
59	767100.5	FJVN102_R1_rmphix_fastqc
60	859146.5	FJVN102_R1_rmphix_fastqc
61	957272.5	FJVN102_R1_rmphix_fastqc
62	1057553.0	FJVN102_R1_rmphix_fastqc
63	1160759.0	FJVN102_R1_rmphix_fastqc
64	1263293.5	FJVN102_R1_rmphix_fastqc
65	1357171.0	FJVN102_R1_rmphix_fastqc
