Date	Year	DayOfYear	DayOfRun	TotalSolarRadiation	AveWindSpeed	AveWindDirection	MaxWindGust	AveAirTemp	MaxAirTemp	MinAirTemp	AveRelHumidity	MaxRelHumidity	MinRelHumidity	TotalPrecipitation
05/24/2022	2022	144	875	7.72	5.25	261	13.26	25.5	35.7	14.2	32	72	5	0
05/25/2022	2022	145	876	7.633	5.62	250	13.52	26.3	37	15.4	33	59	14	0
05/26/2022	2022	146	877	6.173	13.01	224	20.02	16	21.2	11.7	64	80	45	0
05/27/2022	2022	147	878	6.669	11.07	223	18.1	16.3	22.1	12.6	65	82	45	0
05/28/2022	2022	148	879	6.973	9.72	223	16.76	16.7	22.9	12.2	63	86	36	0
05/29/2022	2022	149	880	7.722	5.68	237	13.82	17.8	25.8	8.7	48	89	9	0
05/30/2022	2022	150	881	7.875	6.2	227	13.65	18.3	26.2	10.6	40	68	13	0
05/31/2022	2022	151	882	7.91	6.57	266	16.2	20.5	30.1	9.4	34	77	8	0
06/01/2022	2022	152	883	7.807	5.42	214	12.02	22.2	32.9	11.2	37	73	9	0
06/02/2022	2022	153	884	6.646	9.44	217	15.58	20.3	28.2	14.7	43	70	22	0
06/03/2022	2022	154	885	6.163	9.38	221	16.07	18.7	24.5	13.8	59	77	44	0
06/04/2022	2022	155	886	3.871	6.33	222	11.01	18.4	23.1	13.9	49	74	24	0
06/05/2022	2022	156	887	4.463	4.53	200	10.65	19.4	25.5	15.3	72	89	48	0.25
06/06/2022	2022	157	888	7.823	5.36	219	10.06	20.7	29.1	12.6	53	85	26	0
06/07/2022	2022	158	889	7.485	7.3	219	15.48	21.5	31.6	13.5	44	79	20	0
06/08/2022	2022	159	890	6.735	9.32	215	14.99	21.5	29.7	15.6	42	67	29	0
06/09/2022	2022	160	891	6.844	5.96	214	10.98	24.8	35.1	15	41	71	16	0
06/10/2022	2022	161	892	7.777	5.97	217	14.14	27.9	37.6	18.6	40	64	18	0
06/11/2022	2022	162	893	7.26	8.19	218	15.94	25.4	34.2	18.4	50	76	23	0
06/12/2022	2022	163	894	6.622	8.7	220	16.04	20.2	25.5	13.8	62	80	45	0
06/13/2022	2022	164	895	8.053	4.55	252	10.68	19.7	27.9	11.9	40	75	11	0
06/14/2022	2022	165	896	7.977	4.9	291	11.89	22.9	31.5	13.2	29	60	6	0
06/15/2022	2022	166	897	7.725	6.32	216	14.73	22.7	33	14.8	39	71	9	0
06/16/2022	2022	167	898	7.767	9.85	216	18.65	18.7	26.7	13	45	66	18	0
06/17/2022	2022	168	899	7.531	8.57	222	15.58	15.8	21	11.6	53	75	31	0
06/18/2022	2022	169	900	6.48	5.44	220	11.47	17	23.7	9.4	52	84	26	0
06/19/2022	2022	170	901	7.777	5.24	238	12.81	20.5	29	11.3	43	75	20	0
06/20/2022	2022	171	902	7.546	4.81	273	12.22	23.4	32.2	12.5	36	76	10	0
06/21/2022	2022	172	903	7.056	4.18	328	12.02	27.7	37.5	16.5	23	52	6	0
06/22/2022	2022	173	904	5.979	4.74	210	11.63	27.6	37.6	17.8	27	55	12	0
06/23/2022	2022	174	905	6.718	6.52	218	13.46	27	35.7	18.2	33	65	15	0
06/24/2022	2022	175	906	7.139	7.04	218	12.45	25	35.3	16.5	37	65	12	0
06/25/2022	2022	176	907	6.933	7.04	228	13.59	23.2	34.7	14.2	42	73	8	0
06/26/2022	2022	177	908	7.106	7.34	218	12.81	22.6	34.7	12.6	47	81	10	0
06/27/2022	2022	178	909	4.79	8.55	214	13.23	22.6	35.9	12.8	49	84	16	0
06/28/2022	2022	179	910	6.696	8.58	221	14.83	22.5	32.8	14.4	43	73	16	0
06/29/2022	2022	180	911	6.883	9.36	219	16.59	19.3	29.5	12.3	55	83	24	0
06/30/2022	2022	181	912	4.142	9.91	222	16.33	17.7	26.6	11.6	60	86	33	0
07/01/2022	2022	182	913	7.078	9.43	221	15.42	17.8	27.7	11.3	60	87	28	0
